token,count,category,proposed_modern_form,confidence,notes
nanglibac,2,A,nanglibak,Medium,Archaic ending -c
manumbalic,2,A,manumbalik,Medium,Archaic ending -c
pasaclolo,2,E,,Medium,Uncertain
caguiliwan,2,A,kaguiliwan,Medium,Archaic ca/co/cu start
maiicling,2,E,,Medium,Uncertain
calagaya'y,2,A,kalagaya'y,Medium,Archaic ca/co/cu start
nacasandal,2,A,nakasandal,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macaapat,2,A,makaapat,Medium,Archaic intervocalic c
ica,2,A,ika,Medium,Archaic intervocalic c
mapacumbabang,2,A,mapakumbabang,Medium,Archaic intervocalic c
capahintulutang,2,A,kapahintulutang,Medium,Archaic ca/co/cu start
magbabalic,2,A,magbabalik,Medium,Archaic ending -c
caingguitan,2,A,kaingguitan,Medium,Archaic ca/co/cu start
pinapanucala,2,A,pinapanukala,Medium,Archaic intervocalic c
director,2,E,,Medium,Uncertain
nacatatalos,2,A,nakatatalos,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacabibingi,2,A,nakabibingi,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcacanlalabis,2,A,nagkakanlalabis,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
casasabi,2,A,kasasabi,Medium,Archaic ca/co/cu start
mabucsan,2,E,,Medium,Uncertain
cabutiha'y,2,A,kabutiha'y,Medium,Archaic ca/co/cu start
macasang,2,A,makasang,Medium,Archaic intervocalic c
nacatatanggap,2,A,nakatatanggap,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Ipinamamanhic,2,A,Ipinamamanhik,Medium,Archaic ending -c
princesang,2,B,,Medium,Spanish/Foreign pattern (ce/ci)
paghahamoc,2,A,paghahamok,Medium,Archaic ending -c
patacbuhan,2,E,,Medium,Uncertain
Casucatan,2,C,,High,Proper Noun (Capitalized ca/co/cu)
musicong,2,A,musikong,Medium,Archaic intervocalic c
pacatapos,2,A,pakatapos,Medium,Archaic intervocalic c
camaoo,2,A,kamaoo,Medium,Archaic ca/co/cu start
nagcacagugol,2,A,nagkakagugol,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Tumatacbo,2,C,,High,Proper Noun (Contains c)
dacpin,2,E,,Medium,Uncertain
cahihiya'y,2,A,kahihiya'y,Medium,Archaic ca/co/cu start
catamistamisan,2,A,katamistamisan,Medium,Archaic ca/co/cu start
malalawac,2,A,malalawak,Medium,Archaic ending -c
nacakikita,2,A,nakakikita,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
humahacbang,2,E,,Medium,Uncertain
humacbang,2,E,,Medium,Uncertain
nagpacalugmoc,2,A,nagpakalugmok,Medium,Archaic ending -c
caul,2,A,kaul,Medium,Archaic ca/co/cu start
nagpalacadlacad,2,A,nagpalakadlakad,Medium,Archaic intervocalic c
Tumacbo,2,C,,High,Proper Noun (Contains c)
macarinig,2,A,makarinig,Medium,Archaic intervocalic c
nacacarinig,2,A,nakakarinig,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caputian,2,A,kaputian,Medium,Archaic ca/co/cu start
cacatuwa,2,A,kakatuwa,Medium,Archaic ca/co/cu start
Tumbalic,2,A,Tumbalik,Medium,Archaic ending -c
nacayacap,2,A,nakayakap,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cabataa'y,2,A,kabataa'y,Medium,Archaic ca/co/cu start
Tahimic,2,A,Tahimik,Medium,Archaic ending -c
nagcacacabit,2,A,nagkakakabit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pagkakagayac,2,A,pagkakagayak,Medium,Archaic ending -c
pinacumbo,2,A,pinakumbo,Medium,Archaic intervocalic c
acordeon,2,A,akordeon,Medium,Archaic intervocalic c
curot,2,A,kurot,Medium,Archaic ca/co/cu start
Yapacan,2,C,,High,Proper Noun (Contains c)
Pumapasoc,2,A,Pumapasok,Medium,Archaic ending -c
magcumpisal,2,A,magkumpisal,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caliwanagang,2,A,kaliwanagang,Medium,Archaic ca/co/cu start
napupucaw,2,A,napupukaw,Medium,Archaic intervocalic c
Tica,2,C,,High,Proper Noun (Contains c)
bancang,2,E,,Medium,Uncertain
nasubucan,2,A,nasubukan,Medium,Archaic intervocalic c
panaloc,2,A,panalok,Medium,Archaic ending -c
calabaza,2,A,kalabaza,Medium,Archaic ca/co/cu start
cainipan,2,A,kainipan,Medium,Archaic ca/co/cu start
Nangagpacpacan,2,C,,High,Proper Noun (Contains c)
Victoriang,2,C,,High,Proper Noun (Contains c)
cahahampas,2,A,kahahampas,Medium,Archaic ca/co/cu start
cacanta,2,A,kakanta,Medium,Archaic ca/co/cu start
nilucso,2,E,,Medium,Uncertain
nacacapit,2,A,nakakapit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
baac,2,A,baak,Medium,Archaic ending -c
nacabalic,2,A,nakabalik,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cumikintab,2,A,kumikintab,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacalilimot,2,A,nakalilimot,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
lacre,2,E,,Medium,Uncertain
tinicman,2,E,,Medium,Uncertain
maglacad,2,A,maglakad,Medium,Archaic intervocalic c
nangagcacagulo,2,A,nangagkakagulo,Medium,Archaic intervocalic c
calinisang,2,A,kalinisang,Medium,Archaic ca/co/cu start
nangagcacatipon,2,A,nangagkakatipon,Medium,Archaic intervocalic c
Pacanin,2,C,,High,Proper Noun (Contains c)
ipinangacong,2,A,ipinangakong,Medium,Archaic intervocalic c
pagbabalic,2,A,pagbabalik,Medium,Archaic ending -c
Casinungalingan,2,C,,High,Proper Noun (Capitalized ca/co/cu)
pagbabalacbalac,2,A,pagbabalakbalak,Medium,Archaic ending -c
nacatitic,2,A,nakatitik,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magcamali,2,A,magkamali,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
inacalang,2,A,inakalang,Medium,Archaic intervocalic c
nacayucod,2,A,nakayukod,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pacabutihin,2,A,pakabutihin,Medium,Archaic intervocalic c
nacasulat,2,A,nakasulat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caninong,2,A,kaninong,Medium,Archaic ca/co/cu start
pagcuha,2,A,pagkuha,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magpacunuwari,2,A,magpakunuwari,Medium,Archaic intervocalic c
macapaniwala,2,A,makapaniwala,Medium,Archaic intervocalic c
matatacutin,2,A,matatakutin,Medium,Archaic intervocalic c
himutoc,2,A,himutok,Medium,Archaic ending -c
capaslangang,2,A,kapaslangang,Medium,Archaic ca/co/cu start
licura'y,2,A,likura'y,Medium,Archaic intervocalic c
hinahawacan,2,A,hinahawakan,Medium,Archaic intervocalic c
pagkaunlac,2,A,pagkaunlak,Medium,Archaic ending -c
macapagpapaalaala,2,A,makapagpapaalaala,Medium,Archaic intervocalic c
cagawad,2,A,kagawad,Medium,Archaic ca/co/cu start
ilagpac,2,A,ilagpak,Medium,Archaic ending -c
malawac,2,A,malawak,Medium,Archaic ending -c
cupang,2,A,kupang,Medium,Archaic ca/co/cu start
icabubuhay,2,A,ikabubuhay,Medium,Archaic intervocalic c
sumacay,2,A,sumakay,Medium,Archaic intervocalic c
caunaunahan,2,A,kaunaunahan,Medium,Archaic ca/co/cu start
cahulilip,2,A,kahulilip,Medium,Archaic ca/co/cu start
cabukiran,2,A,kabukiran,Medium,Archaic ca/co/cu start
frasco,2,E,,Medium,Uncertain
calaguitnaa'y,2,A,kalaguitnaa'y,Medium,Archaic ca/co/cu start
nacapintang,2,A,nakapintang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
niyayacap,2,A,niyayakap,Medium,Archaic intervocalic c
Principe,2,C,,High,Proper/Spanish
ticas,2,A,tikas,Medium,Archaic intervocalic c
palacol,2,A,palakol,Medium,Archaic intervocalic c
cahab,2,A,kahab,Medium,Archaic ca/co/cu start
nacabilibid,2,A,nakabilibid,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
picapedrero,2,A,pikapedrero,Medium,Archaic intervocalic c
macalawa,2,A,makalawa,Medium,Archaic intervocalic c
cabutihan,2,A,kabutihan,Medium,Archaic ca/co/cu start
napacarami,2,A,napakarami,Medium,Archaic intervocalic c
cabria,2,A,kabria,Medium,Archaic ca/co/cu start
pinacamalaking,2,A,pinakamalaking,Medium,Archaic intervocalic c
impoc,2,A,impok,Medium,Archaic ending -c
cuello,2,A,kuello,Medium,Archaic ca/co/cu start
caparangalanan,2,A,kaparangalanan,Medium,Archaic ca/co/cu start
carikitan,2,A,karikitan,Medium,Archaic ca/co/cu start
Instruccion,2,C,,High,Proper/Spanish
nagcacang,2,A,nagkakang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Pumanhic,2,A,Pumanhik,Medium,Archaic ending -c
nacacaibig,2,A,nakakaibig,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
halakhacan,2,A,halakhakan,Medium,Archaic intervocalic c
Nalulungcot,2,C,,High,Proper Noun (Contains c)
iwasac,2,A,iwasak,Medium,Archaic ending -c
nacasuut,2,A,nakasuut,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cadilimang,2,A,kadilimang,Medium,Archaic ca/co/cu start
nagcataong,2,A,nagkataong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahahandog,2,A,kahahandog,Medium,Archaic ca/co/cu start
cahigpitang,2,A,kahigpitang,Medium,Archaic ca/co/cu start
nacababagbag,2,A,nakababagbag,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Franciscano,2,C,,High,Proper/Spanish
Cataastaasan,2,C,,High,Proper Noun (Capitalized ca/co/cu)
champaña,2,B,,Medium,Spanish/Foreign (ch)
nacaunawa,2,A,nakaunawa,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
catacataca,2,A,katakataka,Medium,Archaic ca/co/cu start
Capayapaan,2,C,,High,Proper Noun (Capitalized ca/co/cu)
planchang,2,B,,Medium,Spanish/Foreign (ch)
carrong,2,A,karrong,Medium,Archaic ca/co/cu start
Convento,2,C,,High,Proper/Spanish Common
Corresponsal,2,C,,High,Proper Noun (Capitalized ca/co/cu)
Choy,2,C,,High,Proper/Foreign (ch)
Consul,2,C,,High,Proper Noun (Capitalized ca/co/cu)
magcacandila,2,A,magkakandila,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinatatacbo,2,E,,Medium,Uncertain
calangitang,2,A,kalangitang,Medium,Archaic ca/co/cu start
pinagcaisahan,2,E,,Medium,Uncertain
cahinahinayang,2,A,kahinahinayang,Medium,Archaic ca/co/cu start
cumiya,2,A,kumiya,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
kilic,2,A,kilik,Medium,Archaic ending -c
pagtutulacan,2,A,pagtutulakan,Medium,Archaic intervocalic c
catumbas,2,A,katumbas,Medium,Archaic ca/co/cu start
nacadamit,2,A,nakadamit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caloobang,2,A,kaloobang,Medium,Archaic ca/co/cu start
pagtahimic,2,A,pagtahimik,Medium,Archaic ending -c
cabilisan,2,A,kabilisan,Medium,Archaic ca/co/cu start
bubucal,2,A,bubukal,Medium,Archaic intervocalic c
calibugan,2,A,kalibugan,Medium,Archaic ca/co/cu start
Pinapagcunot,2,C,,High,Proper Noun (Contains c)
pagkatuclas,2,E,,Medium,Uncertain
nacalimutan,2,A,nakalimutan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
licaw,2,A,likaw,Medium,Archaic intervocalic c
cabulucan,2,A,kabulukan,Medium,Archaic ca/co/cu start
condenada,2,A,kondenada,Medium,Archaic ca/co/cu start
macatwid,2,A,makatwid,Medium,Archaic intervocalic c
mesticillo,2,B,,Medium,Spanish/Foreign pattern (ce/ci)
silacbo,2,E,,Medium,Uncertain
nacacasalubong,2,A,nakakasalubong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
paghuhucom,2,A,paghuhukom,Medium,Archaic intervocalic c
concillos,2,B,,Medium,Spanish/Foreign pattern (ce/ci)
pacca,2,E,,Medium,Uncertain
nacacabayo,2,A,nakakabayo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
bacya,2,E,,Medium,Uncertain
Macaalawang,2,C,,High,Proper Noun (Contains c)
cantahin,2,A,kantahin,Medium,Archaic ca/co/cu start
nacagapos,2,A,nakagapos,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcaca,2,A,nagkaka,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cacatuwang,2,A,kakatuwang,Medium,Archaic ca/co/cu start
mabubuloc,2,A,mabubulok,Medium,Archaic ending -c
catcatin,2,A,katkatin,Medium,Archaic ca/co/cu start
tilamsic,2,A,tilamsik,Medium,Archaic ending -c
cumikilala,2,A,kumikilala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahalili,2,A,kahalili,Medium,Archaic ca/co/cu start
nangagsisitacas,2,A,nangagsisitakas,Medium,Archaic intervocalic c
musical,2,A,musikal,Medium,Archaic intervocalic c
cacailanganin,2,A,kakailanganin,Medium,Archaic ca/co/cu start
napacalaki,2,A,napakalaki,Medium,Archaic intervocalic c
lechada,2,B,,Medium,Spanish/Foreign (ch)
escuela'y,2,E,,Medium,Uncertain
cahinhinang,2,A,kahinhinang,Medium,Archaic ca/co/cu start
nacadungaw,2,A,nakadungaw,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
lagapac,2,A,lagapak,Medium,Archaic ending -c
Tumacas,2,C,,High,Proper Noun (Contains c)
cahabaan,2,A,kahabaan,Medium,Archaic ca/co/cu start
wiwicaing,2,A,wiwikaing,Medium,Archaic intervocalic c
iiyac,2,A,iiyak,Medium,Archaic ending -c
macabubuhay,2,A,makabubuhay,Medium,Archaic intervocalic c
pagdaca,2,A,pagdaka,Medium,Archaic intervocalic c
nacahicayat,2,A,nakahikayat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcacawangis,2,A,nagkakawangis,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magpacabuhay,2,A,magpakabuhay,Medium,Archaic intervocalic c
cainan,2,A,kainan,Medium,Archaic ca/co/cu start
caugalia'y,2,A,kaugalia'y,Medium,Archaic ca/co/cu start
cadakidakilaan,2,A,kadakidakilaan,Medium,Archaic ca/co/cu start
catagal,2,A,katagal,Medium,Archaic ca/co/cu start
mawiwica,2,A,mawiwika,Medium,Archaic intervocalic c
nagcacaroon,2,A,nagkakaroon,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
calicot,2,A,kalikot,Medium,Archaic ca/co/cu start
cumacayat,2,A,kumakayat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
incong,2,E,,Medium,Uncertain
macapagbili,2,A,makapagbili,Medium,Archaic intervocalic c
cumumpisal,2,A,kumumpisal,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinacahayop,2,A,pinakahayop,Medium,Archaic intervocalic c
pinacain,2,A,pinakain,Medium,Archaic intervocalic c
nagcacasiya,2,A,nagkakasiya,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
casamaa'y,2,A,kasamaa'y,Medium,Archaic ca/co/cu start
cacausapin,2,A,kakausapin,Medium,Archaic ca/co/cu start
magcucumpisal,2,A,magkukumpisal,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cadahilana't,2,A,kadahilana't,Medium,Archaic ca/co/cu start
macapangusap,2,A,makapangusap,Medium,Archaic intervocalic c
Napahamac,2,A,Napahamak,Medium,Archaic ending -c
tacbuhan,2,E,,Medium,Uncertain
calampag,2,A,kalampag,Medium,Archaic ca/co/cu start
Delaroche,2,C,,High,Proper/Foreign (ch)
hinutoc,2,A,hinutok,Medium,Archaic ending -c
casiglahan,2,A,kasiglahan,Medium,Archaic ca/co/cu start
tiboc,2,A,tibok,Medium,Archaic ending -c
cahapisan,2,A,kahapisan,Medium,Archaic ca/co/cu start
macabati,2,A,makabati,Medium,Archaic intervocalic c
calugod,2,A,kalugod,Medium,Archaic ca/co/cu start
cahulugang,2,A,kahulugang,Medium,Archaic ca/co/cu start
pagbubucas,2,A,pagbubukas,Medium,Archaic intervocalic c
yumayacap,2,A,yumayakap,Medium,Archaic intervocalic c
calacaran,2,A,kalakaran,Medium,Archaic ca/co/cu start
pacabicabila,2,A,pakabikabila,Medium,Archaic intervocalic c
nacasisirang,2,A,nakasisirang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
seccion,2,B,,Medium,Spanish/Foreign pattern (ce/ci)
icagagalac,2,A,ikagagalak,Medium,Archaic ending -c
Tinalicdan,2,C,,High,Proper Noun (Contains c)
catanungan,2,A,katanungan,Medium,Archaic ca/co/cu start
nacagugulat,2,A,nakagugulat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinagcaratihang,2,E,,Medium,Uncertain
macatacas,2,A,makatakas,Medium,Archaic intervocalic c
nagcacapatong,2,A,nagkakapatong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
calunya,2,A,kalunya,Medium,Archaic ca/co/cu start
calapitan,2,A,kalapitan,Medium,Archaic ca/co/cu start
nacasugat,2,A,nakasugat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
bucol,2,A,bukol,Medium,Archaic intervocalic c
nacapagsasalita,2,A,nakapagsasalita,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Nagcapalad,2,A,Nagkapalad,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
naglulucso,2,E,,Medium,Uncertain
nanganac,2,A,nanganak,Medium,Archaic ending -c
linilibac,2,A,linilibak,Medium,Archaic ending -c
tumacbong,2,E,,Medium,Uncertain
Bucsan,2,C,,High,Proper Noun (Contains c)
calabog,2,A,kalabog,Medium,Archaic ca/co/cu start
caloob,2,A,kaloob,Medium,Archaic ca/co/cu start
nacasalubong,2,A,nakasalubong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
masilacbo,2,E,,Medium,Uncertain
macapanayam,2,A,makapanayam,Medium,Archaic intervocalic c
tacbo,2,E,,Medium,Uncertain
Calamba,2,C,,High,Proper Noun (Capitalized ca/co/cu)
nacamamalay,2,A,nakamamalay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinagwiwicaan,2,A,pinagwiwikaan,Medium,Archaic intervocalic c
pilicmata,2,E,,Medium,Uncertain
Macalilibong,2,C,,High,Proper Noun (Contains c)
Victorina'y,2,C,,High,Proper Noun (Contains c)
aritmetica,2,A,aritmetika,Medium,Archaic intervocalic c
cabiac,2,A,kabiak,Medium,Archaic ca/co/cu start
tumangkilic,2,A,tumangkilik,Medium,Archaic ending -c
mapagpasuco,2,A,mapagpasuko,Medium,Archaic intervocalic c
hucuman,2,A,hukuman,Medium,Archaic intervocalic c
revolucionario,2,B,,Medium,Spanish/Foreign pattern (ce/ci)
pinagcacagugulan,2,A,pinagkakagugulan,Medium,Archaic intervocalic c
cautalan,2,A,kautalan,Medium,Archaic ca/co/cu start
amoniaco,2,A,amoniako,Medium,Archaic intervocalic c
nalulungcot,2,E,,Medium,Uncertain
catatanggap,2,A,katatanggap,Medium,Archaic ca/co/cu start
Halica,2,C,,High,Proper Noun (Contains c)
cabayaran,2,A,kabayaran,Medium,Archaic ca/co/cu start
corse,2,A,korse,Medium,Archaic ca/co/cu start
viatico,2,A,viatiko,Medium,Archaic intervocalic c
nacapangungumpisal,2,A,nakapangungumpisal,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcacasala,2,A,nagkakasala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcasala,2,A,nagkasala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcacasalang,2,A,nagkakasalang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
icaanim,2,A,ikaanim,Medium,Archaic intervocalic c
culubong,2,A,kulubong,Medium,Archaic ca/co/cu start
macalampas,2,A,makalampas,Medium,Archaic intervocalic c
nacasumpong,2,A,nakasumpong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
capayapaang,2,A,kapayapaang,Medium,Archaic ca/co/cu start
magpacamatay,2,A,magpakamatay,Medium,Archaic intervocalic c
cedula,2,B,,Medium,Spanish/Foreign pattern (ce/ci)
Niyacap,2,C,,High,Proper Noun (Contains c)
catiwala,2,A,katiwala,Medium,Archaic ca/co/cu start
caanib,2,A,kaanib,Medium,Archaic ca/co/cu start
cagalinga'y,2,A,kagalinga'y,Medium,Archaic ca/co/cu start
bulic,2,A,bulik,Medium,Archaic ending -c
caluban,2,A,kaluban,Medium,Archaic ca/co/cu start
nangangaco,2,A,nangangako,Medium,Archaic intervocalic c
ibinaluctot,2,E,,Medium,Uncertain
sumalpoc,2,A,sumalpok,Medium,Archaic ending -c
sinasacal,2,A,sinasakal,Medium,Archaic intervocalic c
nacaragdag,2,A,nakaragdag,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pucol,2,A,pukol,Medium,Archaic intervocalic c
tacapan,2,A,takapan,Medium,Archaic intervocalic c
pacacasal,2,A,pakakasal,Medium,Archaic intervocalic c
catabaan,2,A,katabaan,Medium,Archaic ca/co/cu start
maglacadlacad,2,A,maglakadlakad,Medium,Archaic intervocalic c
sangcalan,2,E,,Medium,Uncertain
cawaning,2,A,kawaning,Medium,Archaic ca/co/cu start
napacamahal,2,A,napakamahal,Medium,Archaic intervocalic c
natutungcol,2,E,,Medium,Uncertain
cahilingan,2,A,kahilingan,Medium,Archaic ca/co/cu start
natupoc,2,A,natupok,Medium,Archaic ending -c
Nanganac,2,A,Nanganak,Medium,Archaic ending -c
catawa'y,2,A,katawa'y,Medium,Archaic ca/co/cu start
alacbayan,2,E,,Medium,Uncertain
cahalayhalay,2,A,kahalayhalay,Medium,Archaic ca/co/cu start
secretario,2,E,,Medium,Uncertain
Canovas,2,C,,High,Proper Noun (Capitalized ca/co/cu)
magcacawatasan,2,A,magkakawatasan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacadilat,2,A,nakadilat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
tumacbo't,2,E,,Medium,Uncertain
Nanicluhod,2,C,,High,Proper Noun (Contains c)
tinatacasan,2,A,tinatakasan,Medium,Archaic intervocalic c
Cahabaghabag,2,C,,High,Proper Noun (Capitalized ca/co/cu)
nacakilos,2,A,nakakilos,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
directorcillong,2,B,,Medium,Spanish/Foreign pattern (ce/ci)
catapusa'y,2,A,katapusa'y,Medium,Archaic ca/co/cu start
amorseco,2,A,amorseko,Medium,Archaic intervocalic c
Nacacatulog,2,A,Nakakatulog,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
culata,2,A,kulata,Medium,Archaic ca/co/cu start
nacaunat,2,A,nakaunat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cainalam,2,A,kainalam,Medium,Archaic ca/co/cu start
nacawingi,2,A,nakawingi,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
ilalacad,2,A,ilalakad,Medium,Archaic intervocalic c
nanunungcod,2,E,,Medium,Uncertain
macarating,2,A,makarating,Medium,Archaic intervocalic c
cawawaang,2,A,kawawaang,Medium,Archaic ca/co/cu start
Correa,2,C,,High,Proper Noun (Capitalized ca/co/cu)
Carmen,2,C,,High,Proper Noun (Capitalized ca/co/cu)
casamasamaan,2,A,kasamasamaan,Medium,Archaic ca/co/cu start
panghihimagsic,2,A,panghihimagsik,Medium,Archaic ending -c
revolucion,2,B,,Medium,Spanish/Foreign pattern (ce/ci)
Copernico,2,C,,High,Proper Noun (Capitalized ca/co/cu)
catacata,2,A,katakata,Medium,Archaic ca/co/cu start
uwac,2,A,uwak,Medium,Archaic ending -c
cabiyac,2,A,kabiyak,Medium,Archaic ca/co/cu start
como,2,A,komo,Medium,Archaic ca/co/cu start
humibic,2,A,humibik,Medium,Archaic ending -c
picong,2,A,pikong,Medium,Archaic intervocalic c
manica,2,A,manika,Medium,Archaic intervocalic c
tinic,2,A,tinik,Medium,Archaic ending -c
Sic,1,A,Sik,Medium,Archaic ending -c
Virchow,1,C,,High,Proper/Foreign (ch)
Coliseo,1,C,,High,Proper Noun (Capitalized ca/co/cu)
escotilla,1,E,,Medium,Uncertain
crucero,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
epicureo,1,A,epikureo,Medium,Archaic intervocalic c
castaño,1,B,,Medium,Spanish (ñ)
Horacio,1,C,,High,Proper/Spanish
Richelieu,1,C,,High,Proper/Foreign (ch)
Pacifico,1,C,,High,Proper/Spanish
Sancho,1,C,,High,Proper/Foreign (ch)
calendario,1,A,kalendario,Medium,Archaic ca/co/cu start
Confusio,1,C,,High,Proper Noun (Capitalized ca/co/cu)
Corporacion,1,C,,High,Proper/Spanish
Cabecera,1,C,,High,Proper/Spanish
ejercicio,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
Compañia,1,C,,High,Proper (ñ)
Carpio,1,C,,High,Proper Noun (Capitalized ca/co/cu)
clase,1,E,,Medium,Uncertain
colegial,1,A,kolegial,Medium,Archaic ca/co/cu start
bachillerato,1,B,,Medium,Spanish/Foreign (ch)
contigo,1,A,kontigo,Medium,Archaic ca/co/cu start
pecadores,1,A,pekadores,Medium,Archaic intervocalic c
Cartago,1,C,,High,Proper Noun (Capitalized ca/co/cu)
