dataset,chapter_number,sentence_number,source_form,target_form,context_snippet
noli,23,120,pagcalakilaking,pagkalakilaking,"Nahuhulog sa canyang malusog na liig ang canyang mga buhoc na maiitim, mahahaba at hindi inaalagaan; napagwawari sa mga cunot ng canyang itimang barong damit na magaspang ang canyang macapangyarihang mga casucasuang sumapi sa canyang maugat at lilis na mga bisig upang magamit na parang isang balahibong ibon lamang ang malapad at pagcalakilaking sagwang canyang itinitimon upang mapatnugutan ang dalawang bangca."
noli,23,127,pagcacaalayo,pagkakaalayo,"Dalawa ang baclad na iyong natatayo sa catatagang pagcacaalayo, at capuwa pag-aari ni kapitang Tiago."
noli,23,143,pagcahiwalay,pagkahiwalay,—ang biglang sinabi ng seminarista;—aayaw na susumandali ma'y damdamin ng isda ang pagcahiwalay sa tubig.
noli,23,159,napapamanhic,napapamanhik,"Hindi na siya napapamanhic; tinangnan ang arpa, tumugtog ng isang ""preludio"" o pangunahin at cumantang ang voces ay mataguinting, calugodlugod nat agad ang damdamin:"
noli,23,164,boong,buong,"Yao'y gawa ng naging seminaristang si Albino, na hinihipan ng boong lacas ng canyang lalamunan ang sungay ng calabaw, na ""tambuli"" kung tawaguin."
noli,23,169,boong,buong,"—ang sagot ng naging seminarista ng boong cataimtiman;—may naringig akong sinasabing isa raw dukhang trompetero doon sa mga pampangin ng Rhin, na nacapag-asawa, sa isang dalagang mahal at mayaman, dahil sa pagtugtog ng trompeta lamang."
noli,23,187,pagcacaanyo,pagkakaanyo,"Yao'y isang culong na may mga isang metro ang luang, na ang pagcacaanyo'y macatitindig ang isang tao sa itaas upang buhat doo'y mahaguip ng saloc ang mga isda at maitaas."
noli,23,195,pagcahulog,pagkahulog,kahi't isang isda man lamang ay walang nacapamuti sa lambat; sa pagcahulog ng masaganang patac ng tubig na liniliwanagan ng araw ay wari'y nagtatawa ng mataguinting.
noli,23,197,pagcabigo,pagkabigo,""" ng pagtataca, ng sama ng loob, ng pagcabigo ang tumacas sa mga labi ng lahat."
noli,23,202,pagcawalang,pagkawalang,Datapwat si Albino ma'y hindi nacacaalam: nanatili sa pagcawalang laman ang saloc.
noli,23,211,pagcapandaw,pagkapandaw,"Niyong araw na bago mag ""Todos los Santos"" ang cahulihulihang pagcapandaw nito."
noli,23,218,boong,buong,"Nagpalipatlipat ng boong tulin sa mga bibig ang salitang iyon, sa gitna ng pagcatacot at pagcamangha ng lahat."
noli,23,218,pagcamangha,pagkamangha,"Nagpalipatlipat ng buong tulin sa mga bibig ang salitang iyon, sa gitna ng pagcatacot at pagcamangha ng lahat."
noli,23,218,pagcatacot,pagkatacot,"Nagpalipatlipat ng buong tulin sa mga bibig ang salitang iyon, sa gitna ng pagcatacot at pagkamangha ng lahat."
noli,23,234,boong,buong,—¡Dapat na itali natin siya sa ating bangca at saka caladcarin ng boong pagdiriwang!
noli,23,239,pumanhic,pumanhik,"Nagtindig ang piloto, cumuha ng isang mahabang lubit at malicsing pumanhic sa pinacabatalan ng baclad."
noli,23,244,boong,buong,"Datapwat napaiimbulog na ang libolibong patac, at naghilom na ang tubig ng boong talinghaga."
noli,23,264,pagcalalaking,pagkalalaking,"Nang wala na sa tubig at ng mailagay na sa ibabaw ng batalan, tinapacan ng piloto ang buaya ng canyang paa; tinicom ng canyang malacas na kamay ang pagcalalaking mga panga, at binantang talian ang nguso ng matibay na gapos."
noli,23,265,pagcacawala'y,pagkakawala'y,"Tinicman ng buaya ang huling pagpipiglas, ibinalantoc ang catawa't saka ipinalo sa batalan ang malacas niyang buntot, at pagcacawala'y sumibat at nilucso ang dagatan, sa dakong labas ng baclad, na ano pa't nacaladcad ang sa kanya'y nagpapasuco."
noli,23,271,boong,buong,Ang boong tiyang maputi nito'y baac at nacapaco sa lalamunan ang sundang.
noli,23,291,boong,buong,"—At ang bagay na ito'y nagpapatotoo,—ang iniwacas ng naging seminarista,—na sa boong canyang macasalanang buhay hindi nagsimba kailan man ang sawing palad na buayang ito."
noli,23,294,boong,buong,"Umaaraw na; humihihip ang amihan: napupucaw at namamasag ang mga alon sa paliguid ng buaya, at nagtatayo ng ""nga bundoc ng bula, na doo'y cumikintab ng boong casaganaan sa mga culay ang liwanag ng araw"", ayon sa saysay ng poetang si P.A."
noli,23,307,boong,buong,"Umaalingawngaw sa alang-alang ang musica; napaimbulog ng boong casayahan ang usoc ng mga calang ang anyo'y manipis na ipoipo: umaawit ang tubig sa loob ng mainit na palayoc; marahil ay mga salitang pang-aliw sa mga isdang patay, marahil ay libac at cutya: nagpapapihitpihit ang bangcay ng buaya, kung minsa'y biglang ipinakikita ang maputi at wacwac na tiyan, kung minsan nama'y biglang ipinakikita ang may pinta at namemerdeng licod, ngunit hindi nagugulumihanan ang taong minamahal ng Naturaleza, sa gayong caraming pagpatay na kusa sa mga kapatid, ayon sa sasabihin marahil ng mga ""bramin"" o ng mga ""vegetariano."
noli,24,2,pagcabasa,pagkabasa,"Tila mandin nawal-an ng ganang cumain ang carapatdapat na cura, dahil sa pagcabasa ng ilang sulat na dumating na may mga ""sello"" at mabuti ang pagcacalagay ng ""lacre;"" sa pagka't pinabayaang lubos na lumamig ang ""chocolate."
noli,24,2,pagcacalagay,pagkakalagay,"Tila mandin nawal-an ng ganang cumain ang carapatdapat na cura, dahil sa pagkabasa ng ilang sulat na dumating na may mga ""sello"" at mabuti ang pagcacalagay ng ""lacre;"" sa pagka't pinabayaang lubos na lumamig ang ""chocolate."
noli,24,21,pagcaibig,pagkaibig,"—Hindi, hindi panibugho; kung di pagcaibig lamang na macaalam ng di ko talos!"
noli,24,32,pagcacolegiala,pagkacolegiala,Nacapagpahakhak ng masaya ang gayong alaala sa pagcacolegiala.
noli,24,42,pagcacabacod,pagkakabacod,"Nakita niya sa malayo-layo roon, sa gitna ng batis, ang isang wari'y paliguang magaling ang pagcacabacod, at ang pinacabubong ay isang malagong cawayan; may nanggagaling doong masasayang mga voces ng babae."
noli,24,44,pagcacagawa,pagkakagawa,"Nacatanaw naman siya sa daco pa roon ng isang tulay na cawayan at sa dakong malayo'y mga lalaking nangaliligo, samantalang nangagcacagulo ang caramihang mga alilang lalaki at mga alilang babae sa palibot ng mga calang biglaan ang pagcacagawa at nangagsusumakit ng paghihimulmol sa mga inahing manoc, nangaghuhugas ng bigas, nag-iihaw ng ""lechon"" at iba pa."
noli,24,48,boong,buong,"At napahinuhod ng boong galac ng loob ang balitang mananalumpati ng mga ""conservador"" sa anyaya ni Ibarra, at tuloy nagpadala ng tatlong payo at saka ipinanalim sa kapangyarihan ng binata ang paglilingcod ng canyang mga alila."
noli,24,49,boong,buong,"Sinalubong ang cura ng boong galac at pagpipitagan ng lahat, pati ng alferez."
noli,24,62,pagcain,pagkain,Dumating ang oras ng pagcain.
noli,24,73,pagcain,pagkain,"—ang tanong sa alferez ni pari Salvi, sa horas na iyon ng pagcain."
noli,24,84,boong,buong,"—Ang boong isip ko,—ang ipinagpatuloy ni pari Salvi, na ang anyo'y wari nanglilibac;—ay nalalaman po ninyo ang nangyayari."
noli,24,102,boong,buong,—ang tanong ni Ibarra ng boong pagmamalasakit.
noli,24,103,boong,buong,"—Ang babaeng iya'y dinakip ng inyo pong mga sundalo,—ang ipinagpatuloy ng sabing may capaitan ng teniente mayor;—siya'y inilibot sa boong bayang batid, dahil sa hindi ko maalamang mga bagay ng canyang mga anak na lalaki, na ... hindi nangagcaroon ng caliwanagan."
noli,24,123,pagcawala,pagkawala,"—At ¿nalalaman po ba ninyo, ginoong alferez, kung ano ang sabihanan tungkol sa pagcawala ng mga batang iyan?"
noli,24,137,pagcapayapa,pagkapayapa,"Ang pagbabalic ng mga alilang nangagsabing hindi nila nasumpungan ang sira ang isip na babae ang siyang nacalubos ng pagcapayapa sa dalawang nagcacagalit, at kanilang dinala ang salitaan sa ibang bagay."
noli,24,138,pagcain,pagkain,Nangagbahabahagui sa ilang pulutong ang mga matanda't mga bata ng matapos ang pagcain at samantalang sila'y binibigyan ng cha at cafe.
noli,24,139,pagcaibig,pagkaibig,"Cumuha ang iba ng mga ""tablero"" at ang iba nama'y nangagsicuha ng ""baraja,"" ngunit lalong minagaling ng mga dalaga ang mangatanong sa ""Rueda de la Fortuna"" (gulong ng capalaran), sa pagcaibig nilang maalaman ang sa kanila'y mangyayari sa panahong hinaharap."
noli,24,143,boong,buong,"—¡Ngayon din po, at sumasang-ayon ako ng boong catowaan!"
noli,24,147,boong,buong,Nagpasimula ang laro ng boong cacadakilaan.
noli,24,159,boong,buong,—¡Sumasang-ayon po ako ng boong tuwa!
noli,24,161,pagcapagcaloob,pagkapagcaloob,"At nagtindig siya, pagcapagcaloob sa canyang calaban ng icaapat na bahagui ng isang oras upang mag-isip."
noli,24,203,boong,buong,"—ang itinanong niya, na nangangatal ang voces sa laki ng canyang tuwa, samantalang hinahati ng boong ingat ang papel."
noli,24,224,boong,buong,"—ang winica, at saka pinunitpunit ng boong galit ang mga dahon ng libro."
noli,24,235,boong,buong,"Sa malaking catuwaan ni Ibarra, sa pagcapagbigay niya sa canyang maguiguing asawang si Maria Clara ng canyang pabuya, nagpasimula siya ng paglalarong hindi na iniisip ang ginagawa, at hindi na nag-aabala ng pagbabalacbalac ng pagwawari ng boong pag-iingat ng kalagayan ng mga ""pieza."
noli,24,235,pagcapagbigay,pagkapagbigay,"Sa malaking catuwaan ni Ibarra, sa pagcapagbigay niya sa canyang maguiguing asawang si Maria Clara ng canyang pabuya, nagpasimula siya ng paglalarong hindi na iniisip ang ginagawa, at hindi na nag-aabala ng pagbabalacbalac ng pagwawari ng buong pag-iingat ng kalagayan ng mga ""pieza."
noli,24,237,pagcacamaling,pagkakamaling,"Dahil sa ganito'y ang nangyari, baga man si kapitang Basilio'y bahagya ng nacapagsasangalang, ang laro'y nagcapantay, salamat sa maraming pagcacamaling sa huli'y ginawa ng binata."
noli,24,243,boong,buong,Nangagcamay ang dalawa na nangagpisilan ng boong pagguiguiliwan.
noli,24,263,boong,buong,"Tinatangggap namin ng boong cagandahan ng loob ang sino man sa aming mga pagsasaya, at kayo man, kung kayo'y pumarito sana, inyo dising nasunduan ang isang luclucan sa mesa, na gaya naman ng inyong alferez na capanayam namin ditong dalawang horas lamang ang calalampas."
noli,24,264,pagcawica,pagkawica,At pagcawica nito'y tinalicuran siya.
noli,24,277,boong,buong,"Sa galit ng alferez ay inacalang siya'y ipatahac, ngunit cumuha ang tao ng caputol na kahoy at pinacapalopalo ang ulo ng hayop nang boong lakas, na ano pa't nabulagta ang kabayo't napatapon sa pusaw ang alferez."
noli,24,278,boong,buong,"Sinasabi ring ipinagpatuloy daw ng taong iyon ang paglacad ng boong tiwasay, na hindi niya alumana ang limang balang ipinahabol sa kanya ng alferez na nabulagan sa marubdob na galit at sa lusac."
noli,24,285,boong,buong,"—¡Wala, totoo lamang mapanglaw ang canyang tingin: hindi ko nakitang siya'y ngumiti man lamang sa boong umaga,—ang sinabi ni Maria Clara."
noli,25,4,pinanhic,pinanhik,"Maingat na itinali ni Ibarra ang canyang kabayo sa isang haligui, siya'y lumacad ng halos patiad ng pagdadahandahan at canyang tinahac ang halamanang malinis at totoong magaling ang alaga; pinanhic ang hagdanan, at siya'y pumasoc, sa pagka't bucas ang pinto."
noli,25,7,pagcaibig,pagkaibig,"Lubhang nalilibang ang matanda sa canyang ginagawa, na ano pa't hindi naino ang pagdating ng binata, kung di ng ito'y aalis na sana, sa pagcaibig na huwag macagambala sa matandang iyon."
noli,25,28,pagcacaguhit,pagkakaguhit,"Madaling madaling siniyasat ang aclat, sa pagka iibig niyang maalaman kung nagsisinungaling, at canyang namasdang totoong magaling ang doo'y pagcacaguhit ng mga hayop, mga guhit na bilog, mga guhit na anyong pabilog, mga bulaclac, mga paa, mga kamay, mga bisig, at iba pa."
noli,25,31,boong,buong,"Kung mababasa ng mga tao ngayon ang aking mga sinusulat ay kanilang susunuguin ang aking mga aclat, na siyang pinagcagugulan ko ng pagal ng boong aking buhay; datapwat hindi gayon ang gagawin ng mga taong ipanganganak pang macababasa ng aking mga sinusulat ngayon; sa pagka't ang mga taong ipanganganak pang iyo'y pawang maguiguing mga pantas at mauunawa nila ang aking mga adhica at kanilang wiwikain: HINDI NATULUG NA LAHAT SA GABI Ng AMING MgA NUNO!"
noli,25,32,pagcaligtas,pagkaligtas,"Ililigtas ng talinghaga o ng mga cacaibang mga letrang ito ang aking gawa, sa camangmangan ng mga tao, na gaya naman ng pagcaligtas sa maraming mga katotohanan ng talinghaga o ng mga cacaibang mga pagsamba at ng di sirain ng mapangwasak na mga kamay ng mga sacerdote."
noli,25,58,pagcacatuwa,pagkakatuwa,"—Ang asawa ng alferez, na inyong inanyayahan sa inyong pagcacatuwa."
noli,25,105,pagcatumba,pagkatumba,"—Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na canyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagcatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay."
noli,25,111,pagcakitang,pagkakitang,"—ang isinalabat ni Ibarra,—mapapacalabis naman ang mga cahingiang iyan; magcasiya na lamang tayo sa pagcakitang ang baya'y hindi dumaraing, at hindi nagcacahirap na gaya ng mga ibang lupain, at ito'y salamat nga sa Religion at sa cabaitan ng mga punong dito'y namamahala."
noli,25,121,pagcapanucala,pagkapanucala,"Hindi nasasalansa ng isang tadhana ng hari ang mga gawang lisya ng mga namiminuno, samantalang hindi abangan ng isang mapagmalasakit na macapangyarihan ang lubos na pagtalima sa tadhanang iyon ng hari, samantalang hindi ipinagcacaloob ang calayaang magsalita laban sa malalabis na mga cagagawan ng nangaglulupit na mga hariharian sa bayan: matitira sa pagcapanucala, ang mga panucala, ang mga capaslanga'y mananatili't hindi masasawata, at gayon ma'y tahimic na matutulog ang ministro, sa galac na siya'y nacatupad ng canyang catungculan."
noli,25,122,boong,buong,"Hindi lamang ito, sacali't pumarito ang isang ginoong may mataas na catungculang may taglay na mga dakila't magagandang mga hangad, samantalang sa licura'y tinatawag siyang-ulol, sa harap niya'y ganito ang ipasisimulang sa kanya'y iparinig: ""hindi po nakikilala ng inyong camahalan, ang lupaing ito, hindi po nakikilala ng inyong camahalan ang mga ""indio"", pasasamain po ng camalian ninyo sila, ang mabuti po'y magcatiwala kayo kay ""fulano"" at kay ""zutano"" at iba pa,"" at sa pagka't hindi nga naman nakikilala ng camahalan niya ang lupaing hangga ngayo'y na sa America ang canyang boong acala, at bucod sa roo'y ma'y mga caculangan at may mga hindi mapagtagumpayan ng marupoc niyang loob, na gaya rin naman ng lahat ng tao, siya'y napahihinuhod."
noli,25,126,pagcaunlac,pagkaunlac,"Upang tumimyas ang dangal ay kinacailangan umalingawngaw sa mga tainga ng ating mga iniibig, sa hanging sumisimoy sa ating tahanang bahay o sa kinamulatang bayang mag-iingat ng ating bungo at mga but-o, ... ibig nating maramdaman ang pagcaunlac sa ibabaw ng ating libingan, at ng mapapag-init ng canyang mga sinag ang calamigan ng camatayan, ng huwag namang totoong mauwi na nga tayo sa wala, kung di may matirang ano mang macapagpapaalaala sa atin."
noli,25,128,pagcaunawa,pagkaunawa,At ang lalo pang kasamasamaan sa lahat ay nangagsisi-alis pagka nagpapasimula na ng pagcaunawa ng kanilang catungculan.
noli,25,141,pagcacautangan,pagkakautangan,"Sinisinta ko ang aking tinubuang lupa, ang Filipinas, sa pagka't siya ang pinapacacautangan ko ng buhay at ng aking caligayahan, at sa pagka't dapat sintahin ng lahat ng tao ang canyang tinubuang lupa; sinisinta ko ang España, ang lupang tinubuan ng aking magugulang, sa pagka't baga man sa lahat ng bagay na nangyayari, pinagcacautangan siya at pagcacautangan ng Filipinas ng canyang caligayahan at ng canyang cagalingan sa panahong darating; catolico ako, nananatili sa aking dalisay ang pananampalataya ng aking mga magugulang, at hindi ko maalaman kung anong cadahilanan at aking ibababa ang aking ulo, gayong mangyayari namang aking itunghay; kung anong cadahilanan at aking ihahayin ang aking ulo sa aking mga kaaway, gayong sila'y mangyayari ko namang yurakin!"
noli,25,158,Pagcahumihihip,Pagkahumihihip,"—Pagcahumihihip ang hangin at ipinagwawagwagan siya, ang ginagawa niya'y yumuyucod, anaki'y itinatago ang canyang mahalagang taglay."
noli,25,159,pagcatuwid,pagkatuwid,"Kung manatili ang puno ng rosa sa pagcatuwid, siya'y mababali, isasabog ng hangin ang mga bulaclac at maluluoy ang mga buco."
noli,25,160,Pagcaraan,Pagkaraan,"Pagcaraan ng hangin, nananag-uli ang puno ng rosa sa pagtuwid, at ipinagmamalaki ang canyang cayamanan, ¿sino ang sa kanya'y macacapipintas dahil sa canyang pahihinuhod sa pangangailangan, sa macatuwid baga'y sa pangangailangang pagyucod?"
noli,25,161,boong,buong,"Tan-awain po ninyo roon ang lubhang mayabong na kahoy na ""cupang"" na iyon, na iguinagalaw ng boong cadakilaan ang canyang na sa caitaasang mga dahong pinagpupugaran ng lawin."
noli,25,166,boong,buong,"Hindi catapangan, kung di capangahasang tacsil ang mag-isang makihamoc sa boong casalucuyang naririto; wala sino mang pumipintas sa pilotong nangungubli sa isang doongan sa unang hihip ng hanging nagbabalita ng darating na bagyo."
noli,25,175,pagcapahamac,pagkapahamac,"—Kung gayon ang mangyari, kung maluoy ang inyong panucala, macaaaliw sa inyong hapis ang pagcaalam ninyong inyong ginawa ang lahat ninyong macacaya, at gayon man ang cahinatna'y may caunti ring pakikinabangin: itatag ang unang bato, magtanim, at marahil kung macaraan na ang sigabo ng unos ay sumibol ang ilang butil, magnawnaw pagcalampas ng capahamacan, maligtas ang angcan sa pagcapahamac at sa cawacasa'y maguing binhi ng mga anak ng maghahalamang namatay."
