sentence_id,original_token,new_token,reason,context_snippet
25-60,canyang,kanyang,Safe List: canyang,Kung gaano ang catalasan ng isip ng Musa ng Guardi...
25-60,canyang,kanyang,Safe List: canyang,Kung gaano ang catalasan ng isip ng Musa ng Guardi...
25-60,canyang,kanyang,Safe List: canyang,Kung gaano ang catalasan ng isip ng Musa ng Guardi...
25-60,canyang,kanyang,Safe List: canyang,Kung gaano ang catalasan ng isip ng Musa ng Guardi...
25-64,canyang,kanyang,Safe List: canyang,"Ngumiti ng caunti si Ibarra, saka sumagot, casabay..."
25-65,canyang,kanyang,Safe List: canyang,—Malimit na nagtatanong po sa inyo ang aking nasir...
25-67,canyang,kanyang,Safe List: canyang,At sinabi ni Ibarra sa matandang lalaki sa maiclin...
25-67,canyang,kanyang,Safe List: canyang,At sinabi ni Ibarra sa matandang lalaki sa maiclin...
25-70,canyang,kanyang,Safe List: canyang,Sinisiyasat ni matandang Tasiong sa mga mata'y nan...
25-79,canyang,kanyang,Safe List: canyang,Sa ganang kanila'y ang tunay na matino'y ang gober...
25-84,canyang,kanyang,Safe List: canyang,"At pinaspas ng matanda ang canyang ulo, na anaki i..."
25-93,canyang,kanyang,Safe List: canyang,Mula sa unang araw ng inyong pagdating dito'y inyo...
25-96,canyang,kanyang,Safe List: canyang,Totoong macapangyarihan ang guinto; madalas na ini...
25-100,canyang,kanyang,Safe List: canyang,Casucatan na upang madurog na lahat ang inyong mga...
25-100,canyang,kanyang,Safe List: canyang,Casucatan na upang madurog na lahat ang inyong mga...
25-100,canyang,kanyang,Safe List: canyang,Casucatan na upang madurog na lahat ang inyong mga...
25-105,canyang,kanyang,Safe List: canyang,—Baga man tunay na magcaroon ng maningas na nasang...
25-108,lacas,lakas,Safe List: lacas,Hindi naghahangad ang Gobiernong siya'y magtamo sa...
25-108,canyang,kanyang,Safe List: canyang,Hindi naghahangad ang Gobiernong siya'y magtamo sa...
25-112,canyang,kanyang,Safe List: canyang,"—¡Hindi dumaraing ang bayan, sa pagka't walang voc..."
25-113,lacas,lakas,Safe List: lacas,¡Pagka naliwanagan ng sicat ng araw ang carumaldum...
25-116,canyang,kanyang,Safe List: canyang,"—ang muling isinagot ni Crisostomo, na nalalaguim ..."
25-121,canyang,kanyang,Safe List: canyang,Hindi nasasalansa ng isang tadhana ng hari ang mga...
25-122,canyang,kanyang,Safe List: canyang,"Hindi lamang ito, sacali't pumarito ang isang gino..."
25-125,canyang,kanyang,Safe List: canyang,¿Anong cahalagahan sa kanya ng pagkilalang loob o ...
25-126,canyang,kanyang,Safe List: canyang,Upang tumimyas ang dangal ay kinacailangan umaling...
25-141,canyang,kanyang,Safe List: canyang,"Sinisinta ko ang aking tinubuang lupa, ang Filipin..."
25-141,canyang,kanyang,Safe List: canyang,"Sinisinta ko ang aking tinubuang lupa, ang Filipin..."
25-141,canyang,kanyang,Safe List: canyang,"Sinisinta ko ang aking tinubuang lupa, ang Filipin..."
25-142,lacas,lakas,Safe List: lacas,—Sa pagka't na sa kamay ng inyong mga kaaway ang l...
25-145,canyang,kanyang,Safe List: canyang,Datapwat ¿nalilimutan na ba ninyong silasila ang p...
25-146,canyang,kanyang,Safe List: canyang,"Ngunit akong canyang anak ay hindi ko nalilimutan,..."
25-149,canyang,kanyang,Safe List: canyang,—ang canyang isinagot ng madalang na pananalita:—k...
25-151,canyang,kanyang,Safe List: canyang,Napag-uunawa ni Ibarra ang cahalagahan ng mga sali...
25-151,canyang,kanyang,Safe List: canyang,Napag-uunawa ni Ibarra ang cahalagahan ng mga sali...
25-156,bulaclac,bulaklak,Safe List: bulaclac,—¿Bakit po ba hindi natin tutularan ang gawa niyan...
25-158,canyang,kanyang,Safe List: canyang,—Pagkahumihihip ang hangin at ipinagwawagwagan siy...
25-159,bulaclac,bulaklak,Safe List: bulaclac,"Kung manatili ang puno ng rosa sa pagkatuwid, siya..."
25-160,canyang,kanyang,Safe List: canyang,"Pagkaraan ng hangin, nananag-uli ang puno ng rosa ..."
25-160,canyang,kanyang,Safe List: canyang,"Pagkaraan ng hangin, nananag-uli ang puno ng rosa ..."
25-161,canyang,kanyang,Safe List: canyang,Tan-awain po ninyo roon ang lubhang mayabong na ka...
25-162,canyang,kanyang,Safe List: canyang,"Ang ""cupang"" na iya'y dinala ko ritong galing sa g..."
25-163,canyang,kanyang,Safe List: canyang,Kung dinala ko rito ang kahoy na iyang malaki na't...
25-163,canyang,kanyang,Safe List: canyang,Kung dinala ko rito ang kahoy na iyang malaki na't...
25-169,canyang,kanyang,Safe List: canyang,—ang itinanong ni Ibarra;—¿maniniwala kaya sa akin...
25-171,canyang,kanyang,Safe List: canyang,¿Hindi kaya mangyaring sila'y magpacunwari ng paki...
25-177,canyang,kanyang,Safe List: canyang,Pinaglininglining ni Ibarra ang mga catuwirang ito...
25-177,canyang,kanyang,Safe List: canyang,Pinaglininglining ni Ibarra ang mga catuwirang ito...
25-182,canyang,kanyang,Safe List: canyang,Bucod sa rito'y may ipakikiusap pa ako sa kanya tu...
25-185,canyang,kanyang,Safe List: canyang,—ang ibinulong ng mapag-isip ng mapapanglaw na fil...
26-8,canyang,kanyang,Safe List: canyang,Magandang totoo ang pagkakahanda ng canyang mesa....
26-10,bulaclac,bulaklak,Safe List: bulaclac,"Ang mga panghiningang ito'y may mga anyong ""abanic..."
26-12,bulaclac,bulaklak,Safe List: bulaclac,Saka sa manga bandeja sa ibabaw ng mga papel na ma...
26-15,bulaclac,bulaklak,Safe List: bulaclac,"Lumalabas, na gaya rin ng mga cagalang-galang na m..."
26-17,bulaclac,bulaklak,Safe List: bulaclac,Cumikintab na parang salamin ang tabla ng bahay; m...
26-17,bulaclac,bulaklak,Safe List: bulaclac,Cumikintab na parang salamin ang tabla ng bahay; m...
26-24,canyang,kanyang,Safe List: canyang,"Ang ginagawa'y nginanganganga ang canyang hitso, o..."
26-28,canyang,kanyang,Safe List: canyang,Sa pagka't totoong malulugdin sa bagay na gayon an...
26-31,canyang,kanyang,Safe List: canyang,"Mga ruedang may mga bomba at mga ""verso"" (morteret..."
26-31,canyang,kanyang,Safe List: canyang,"Mga ruedang may mga bomba at mga ""verso"" (morteret..."
26-38,canyang,kanyang,Safe List: canyang,", na balitang totoo ng panahong iyon, dahil sa ang..."
26-39,canyang,kanyang,Safe List: canyang,Pinupuri ng mga musico ang canyang marcha funebre ...
26-39,canyang,kanyang,Safe List: canyang,Pinupuri ng mga musico ang canyang marcha funebre ...
26-40,canyang,kanyang,Safe List: canyang,Pumasoc na ang musica sa bayan at tumutugtog ng ma...
26-40,canyang,kanyang,Safe List: canyang,Pumasoc na ang musica sa bayan at tumutugtog ng ma...
26-48,canyang,kanyang,Safe List: canyang,"Hindi tayo aanitan ni kapitang Tiago, na gaya ng t..."
26-60,canyang,kanyang,Safe List: canyang,At inaacma ng matabang tao ang canyang mga dalirin...
26-61,bulaclac,bulaklak,Safe List: bulaclac,Sa labas ng bayan ang nangyayari nama'y nabibihis ...
26-75,canyang,kanyang,Safe List: canyang,"At inuulit sa bawa't tagaibang bayang lumalapit, a..."
26-96,canyang,kanyang,Safe List: canyang,Nagpaparoo't parito sa magcabicabilang dulong tagl...
26-96,canyang,kanyang,Safe List: canyang,Nagpaparoo't parito sa magcabicabilang dulong tagl...
26-97,canyang,kanyang,Safe List: canyang,—Sa ganang akin ay napacarami namang kahoy ang gam...
26-102,bulaclac,bulaklak,Safe List: bulaclac,At pagkatapos ay aking pamumutihan ng mga banderol...
26-107,Capitan,Kapitan,Capitan Policy,—ang sinasabi sa mga nagpipinta ng mga salitang it...
26-113,bulaclac,bulaklak,Safe List: bulaclac,Datapwat pabayaan ninyo ang mga bulaclac na iyan s...
26-113,bulaclac,bulaklak,Safe List: bulaclac,Datapwat pabayaan ninyo ang mga bulaclac na iyan s...
26-113,bulaclac,bulaklak,Safe List: bulaclac,Datapwat pabayaan ninyo ang mga bulaclac na iyan s...
26-113,bulaclac,bulaklak,Safe List: bulaclac,Datapwat pabayaan ninyo ang mga bulaclac na iyan s...
26-114,bulaclac,bulaklak,Safe List: bulaclac,—Magdadala rito ang aking ama bucas ng mga bulacla...
26-120,canyang,kanyang,Safe List: canyang,"Mayroon pa, sinabi ni hermana Rufa, ang mayaman at..."
26-124,canyang,kanyang,Safe List: canyang,Pinagtatakhan siya at guinagawang uliran ng mga bi...
26-124,canyang,kanyang,Safe List: canyang,Pinagtatakhan siya at guinagawang uliran ng mga bi...
26-124,canyang,kanyang,Safe List: canyang,Pinagtatakhan siya at guinagawang uliran ng mga bi...
26-124,canyang,kanyang,Safe List: canyang,Pinagtatakhan siya at guinagawang uliran ng mga bi...
27-2,canyang,kanyang,Safe List: canyang,Nakikilala natin ang may bahay; ang canyang hilig ...
27-2,canyang,kanyang,Safe List: canyang,Nakikilala natin ang may bahay; ang canyang hilig ...
27-3,canyang,kanyang,Safe List: canyang,May isa pang cadahilanang sa kanya'y pumipilit na ...
27-3,canyang,kanyang,Safe List: canyang,May isa pang cadahilanang sa kanya'y pumipilit na ...
27-4,canyang,kanyang,Safe List: canyang,At siya nga naman: hinandugan ang canyang mamanuga...
27-4,canyang,kanyang,Safe List: canyang,At siya nga naman: hinandugan ang canyang mamanuga...
27-7,canyang,kanyang,Safe List: canyang,Nag-aalab ang loob ni kapitang Tiago sa magandang ...
27-7,canyang,kanyang,Safe List: canyang,Nag-aalab ang loob ni kapitang Tiago sa magandang ...
27-9,canyang,kanyang,Safe List: canyang,Dumating si kapitang Tiago ng araw rin ng vispera:...
27-17,canyang,kanyang,Safe List: canyang,"—Ngunit bumalic ka agad,—ani kapitang Basilio sa c..."
27-18,canyang,kanyang,Safe List: canyang,At canyang liningon si Ibarrang nag-anyong may ini...
27-28,canyang,kanyang,Safe List: canyang,Puspos ng catacatacang cagandahan si Maria Clara: ...
27-28,canyang,kanyang,Safe List: canyang,Puspos ng catacatacang cagandahan si Maria Clara: ...
27-28,canyang,kanyang,Safe List: canyang,Puspos ng catacatacang cagandahan si Maria Clara: ...
27-29,canyang,kanyang,Safe List: canyang,Taglay iyang cagandahan ng loob ng isang lumiligay...
27-29,canyang,kanyang,Safe List: canyang,Taglay iyang cagandahan ng loob ng isang lumiligay...
27-30,bulaclac,bulaklak,Safe List: bulaclac,Sa culang pang labing limang araw ay nanag-uli sa ...
27-30,canyang,kanyang,Safe List: canyang,Sa culang pang labing limang araw ay nanag-uli sa ...
27-31,canyang,kanyang,Safe List: canyang,Cumikislap ang bagong buhay sa buong cataohan ng d...
27-31,canyang,kanyang,Safe List: canyang,Cumikislap ang bagong buhay sa buong cataohan ng d...
27-32,canyang,kanyang,Safe List: canyang,"Gayon man, pagka siya'y inaalayan ng masasayang mg..."
27-32,canyang,kanyang,Safe List: canyang,"Gayon man, pagka siya'y inaalayan ng masasayang mg..."
27-32,canyang,kanyang,Safe List: canyang,"Gayon man, pagka siya'y inaalayan ng masasayang mg..."
27-34,bulaclac,bulaklak,Safe List: bulaclac,"Natatanaw buhat sa daan, sa mga bintanang bucas, a..."
27-47,canyang,kanyang,Safe List: canyang,"Naalaman niya, sa pamamag-itan ng telegramang inih..."
27-47,canyang,kanyang,Safe List: canyang,"Naalaman niya, sa pamamag-itan ng telegramang inih..."
27-47,canyang,kanyang,Safe List: canyang,"Naalaman niya, sa pamamag-itan ng telegramang inih..."
27-49,canyang,kanyang,Safe List: canyang,"Dahil sa gayong nangyayari, guinagamit ni kapitang..."
27-51,canyang,kanyang,Safe List: canyang,"Datapwa't wala siyang mapahinuhod na sino man, bag..."
27-53,canyang,kanyang,Safe List: canyang,Pagka siya'y pinakikinggan ko sa Simbahan ani Sina...
27-65,canyang,kanyang,Safe List: canyang,Hindi napiguilan ni Sinang ang isang sigaw ng pang...
27-70,canyang,kanyang,Safe List: canyang,Hindi cumikilos sa canyang kinalalagyan ang matali...
27-72,canyang,kanyang,Safe List: canyang,—ang ipinahiwatig ni Sinang;—canyang pinag-iisip-i...
27-72,canyang,kanyang,Safe List: canyang,—ang ipinahiwatig ni Sinang;—canyang pinag-iisip-i...
27-74,canyang,kanyang,Safe List: canyang,Sa tuwituwi na'y cumacain ang canyang mga panauhin...
27-86,canyang,kanyang,Safe List: canyang,"—Kailan ma'y kinasusutan ko siya, at lalonglalo na..."
27-93,canyang,kanyang,Safe List: canyang,Carukharukhaang mga panyapac ang nacasuut sa canya...
27-94,canyang,kanyang,Safe List: canyang,Sumasadilim ang canyang mukha dahil sa canyang sal...
27-94,canyang,kanyang,Safe List: canyang,Sumasadilim ang canyang mukha dahil sa canyang sal...
27-95,canyang,kanyang,Safe List: canyang,"Siya'y matangcad, at napagkikikilalang siya'y bata..."
27-97,canyang,kanyang,Safe List: canyang,Pagkakagayo'y nangagsisilapit ang ilang mga babae ...
27-98,canyang,kanyang,Safe List: canyang,"Pagka wala ng lumalapit na sino man, nangagsisilab..."
27-101,canyang,kanyang,Safe List: canyang,—May apat na taon na ngayong kinapitan siya ng sak...
27-103,canyang,kanyang,Safe List: canyang,¡Kung makita mo sana ang canyang dampa!...
27-105,canyang,kanyang,Safe List: canyang,Ipinagbawal sa canyang humipo ng ano mang bagay na...
27-114,canyang,kanyang,Safe List: canyang,At hindi nalalaman ang canyang ginagawa'y dalidali...
27-114,canyang,kanyang,Safe List: canyang,At hindi nalalaman ang canyang ginagawa'y dalidali...
27-116,canyang,kanyang,Safe List: canyang,—ang sa kanya'y itinanong ng canyang mga caibigang...
27-118,canyang,kanyang,Safe List: canyang,"—ang isinagot, at canyang inilihim sa pamamag-itan..."
27-118,canyang,kanyang,Safe List: canyang,"—ang isinagot, at canyang inilihim sa pamamag-itan..."
27-119,canyang,kanyang,Safe List: canyang,—¿At ano ang canyang gagawin sa iyong relicario?...
27-125,canyang,kanyang,Safe List: canyang,"Ngunit lumapit ang sanlazarohin sa baculan, kinuha..."
27-125,canyang,kanyang,Safe List: canyang,"Ngunit lumapit ang sanlazarohin sa baculan, kinuha..."
27-126,canyang,kanyang,Safe List: canyang,Ikinubli ni Maria Clara ang canyang mukha sa canya...
27-126,canyang,kanyang,Safe List: canyang,Ikinubli ni Maria Clara ang canyang mukha sa canya...
27-126,canyang,kanyang,Safe List: canyang,Ikinubli ni Maria Clara ang canyang mukha sa canya...
27-128,canyang,kanyang,Safe List: canyang,"Lugay at gusamot ang canyang mahabang buhoc, at sa..."
27-128,buhoc,buhok,Safe List: buhoc,"Lugay at gusamot ang canyang mahabang buhoc, at sa..."
27-130,canyang,kanyang,Safe List: canyang,Ngunit humawac sa canyang bisig ang ul-ol na babae...
27-130,canyang,kanyang,Safe List: canyang,Ngunit humawac sa canyang bisig ang ul-ol na babae...
27-143,bulaclac,bulaklak,Safe List: bulaclac,Dinadalhan ko siya ng amargoso at zazalidas; punon...
27-144,bulaclac,bulaklak,Safe List: bulaclac,"¡Dati akong may halamanan, nag-aalaga ako mga bula..."
27-146,bulaclac,bulaklak,Safe List: bulaclac,"—¡Dating may halamanan ako't mga bulaclac, ako'y d..."
27-146,bulaclac,bulaklak,Safe List: bulaclac,"—¡Dating may halamanan ako't mga bulaclac, ako'y d..."
27-152,canyang,kanyang,Safe List: canyang,—¿Hindi ba sinasabi ng alferez na canyang ipahahan...
27-156,canyang,kanyang,Safe List: canyang,¿Ano ang canyang ginawa?...
27-161,canyang,kanyang,Safe List: canyang,Dalidaling kinuha ng sanlazarohin ang canyang bacu...
27-164,canyang,kanyang,Safe List: canyang,ang canyang ibinulong....
27-165,canyang,kanyang,Safe List: canyang,"Pagdating niya sa pintuan ng canyang bahay, canyan..."
27-165,canyang,kanyang,Safe List: canyang,"Pagdating niya sa pintuan ng canyang bahay, canyan..."
27-165,canyang,kanyang,Safe List: canyang,"Pagdating niya sa pintuan ng canyang bahay, canyan..."
27-165,canyang,kanyang,Safe List: canyang,"Pagdating niya sa pintuan ng canyang bahay, canyan..."
28-2,canyang,kanyang,Safe List: canyang,Sa ganitong cadahilana'y sisipiin naming hindi dar...
28-8,canyang,kanyang,Safe List: canyang,"""Pagkaramirami ng dumalo: nagtamo ako rito ng liga..."
28-8,canyang,kanyang,Safe List: canyang,"""Pagkaramirami ng dumalo: nagtamo ako rito ng liga..."
28-17,canyang,kanyang,Safe List: canyang,"Diya'y nagtamo caming capalarang pangguilalasan, h..."
28-17,canyang,kanyang,Safe List: canyang,"Diya'y nagtamo caming capalarang pangguilalasan, h..."
28-18,canyang,kanyang,Safe List: canyang,Sayang at napacatimtiman naman ang gayong lubos sa...
28-24,canyang,kanyang,Safe List: canyang,Lubhang naibigan ng mga indio at lalong-lalo na ng...
28-25,canyang,kanyang,Safe List: canyang,Nakikisang-ayon sa acala ng gobernadorcillo ang to...
28-25,canyang,kanyang,Safe List: canyang,Nakikisang-ayon sa acala ng gobernadorcillo ang to...
28-27,canyang,kanyang,Safe List: canyang,"""Hindi ko po kinacailangang sabihin sa inyong sama..."
28-28,canyang,kanyang,Safe List: canyang,"Ininong totoo, at na sa catuwiran nga ang gayong p..."
28-29,canyang,kanyang,Safe List: canyang,Ang carapatdapat na calahing ito ng mga Pelayo at ...
28-29,canyang,kanyang,Safe List: canyang,Ang carapatdapat na calahing ito ng mga Pelayo at ...
28-30,canyang,kanyang,Safe List: canyang,Nagpapalipatlipat sa mga bibig ang canyang pangala...
28-50,canyang,kanyang,Safe List: canyang,Ng matapos na ang Evangelio'y pumanhik sa pulpito ...
28-60,canyang,kanyang,Safe List: canyang,Dinamdam naming lahat na dahil sa isang hindi nama...
28-62,canyang,kanyang,Safe List: canyang,"""Dumating ng hapong ito ang Alcalde ng lalawigan, ..."
28-66,lacas,lakas,Safe List: lacas,Samantalang binabawi ko ang lacas sa mga bisig ni ...
28-73,canyang,kanyang,Safe List: canyang,Tingnan naman natin ngayon kung ano ang isinulat n...
28-74,canyang,kanyang,Safe List: canyang,"""Minamahal kong Choy: Magmadali cang pumarini, kun..."
28-76,canyang,kanyang,Safe List: canyang,"Natalo ang Consul sa canyang mga sasabungin, at na..."
28-78,canyang,kanyang,Safe List: canyang,"""Inaasahan naming isasama rito sa amin ni kapitang..."
28-78,canyang,kanyang,Safe List: canyang,"""Inaasahan naming isasama rito sa amin ni kapitang..."
28-81,canyang,kanyang,Safe List: canyang,"""Malaking totoong cayamanan ang nakikita ng insic ..."
28-81,canyang,kanyang,Safe List: canyang,"""Malaking totoong cayamanan ang nakikita ng insic ..."
29-33,bulaclac,bulaklak,Safe List: bulaclac,"Amoy polvora, amoy bulaclac, amoy incienso, amoy p..."
29-41,canyang,kanyang,Safe List: canyang,"Sampo ng alferez, baga man siya'y lubhang dala na ..."
29-44,canyang,kanyang,Safe List: canyang,Nagcamit kami ng tanging capalarang mapakinggan an...
29-44,canyang,kanyang,Safe List: canyang,Nagcamit kami ng tanging capalarang mapakinggan an...
29-46,canyang,kanyang,Safe List: canyang,"Cadakilaan sa mga cahulugan, capangahasan sa mga m..."
29-48,canyang,kanyang,Safe List: canyang,"Gayon man, unti ng mapilitan ang mapagcatiwalang c..."
29-49,canyang,kanyang,Safe List: canyang,Idinaraing ni Pari Damaso ang isang magaang na sip...
