token,frequency,capitalized_count,pattern_match,modern_suggestion,confidence,auto_action,sample_contexts
cacaiba,8,0,C_TO_K,kakaiba,HIGH,SAFE,"['14: Sa gitna\'y may isang mahabang mesa, na nahihiyasan ng marami at mahahalagang pamuti, na tila mandin cumikindat sa ""colado,"" taglay ang catamistamisang mga pangaco, at nagbabala sa matatacuting binibini, sa walang malay na dalaga, ng dalawang nacaiinip na oras sa casamahan ng mga hindi cakilala, na ang pananalita\'t mga pakikikiusap ay ang caraniwa\'y totoong cacaiba.', ""801: Matatangcad sila, madidilim ang pagmumukhang kailan ma'y hindi namasdang lumiliwanag sa pagsilang ng isang ngiti; numiningning, gayon man ang kanilang mga balingtatao, pagcca dumarapo sa kanilang mga balikat ang humahaguing na pamalo, o pagka hinahaguisan sila ng isang naglalacad ng upos ng isang tabacong basa-basa at nacacalas na, dinarampot ang upos ng lalong nalalapit at itinatago sa kanyang salacot: ang mga iba'y minamasdan ang mga nagdaraan ng pagtinging cacaiba."", ""2537: Pagka ako'y kinacausap niya, siya'y may isang voces na ... sinasabi sa akin ang mga bagay na totoong cacaiba, na hindi mapaglirip, na totoong cacatuwa ... minsa'y itinanong niya sa akin kung hindi ko nananag-inip ng tungkol sa mga sulat ng nanay; sa aking acala'y halos nasisira ang kanyang bait.""]"
caingayan,8,0,C_TO_K,kaingayan,HIGH,SAFE,"['543: Nangamatay ang mga ilaw ng catapat na bahay, huminto ang musica at ang caingayan, ngunit naririnig pa ni Ibarra ang cahapishapis na sigaw ng kanyang ama, na hinahanap ang kanyang anak sa kanyang catapusang horas.', ""1377: Kahi't may caunting pagkamapamahiin si Doray, siya'y magaling na catolica, at hindi ko ibig na pumacnit sa puso ng pananampalataya: naiiba ang isang pananampalatayang dalisay at wagas sa haling na pananampalataya, tulad sa pagkakaiba ng ningas at ng usoc, wangis sa caibhan ng musica sa isang gusot na caingayan: hindi napagkikilala ang ganitong pagkakaiba ng mga haling, na tulad sa mga bingi."", '3371: Nagmamanhic manaog ang mga alilang may mga dalang doradang ""vagilia"" (sasisaring bagay na lalagyan ng pagkaing napapamutihan ng mga dibujong dorado), pilac na mga ""cubierto"" (cuchara, cuchillo at tenedor) dito\'y may kinagagalitan dahil sa pagkabasag ng isang pingan, doo\'y pinagtatawanan ang isang babayeng tagabukid; sa lahat ng daco\'y may nangag-uutos, nangag-uusapan, sumisigaw, nangagpipintasan, nangagbabalacbalac, nangag-aaliwan ang isa\'t isa, at pawang caguluhan, ugong, caingayan.']"
palacad,8,0,C_TO_K,palakad,HIGH,SAFE,"[""1979: Inacala kong magbagong palacad ay ako'y pinagtawanan."", ""2018: Dahil sa mga bagong caisipang nasunduan ko sa isa't isa ay nagbago ang aking palacad ng bait, at aking nakita ang maraming bagay na iba ang anyo kay sa pagkatingin ko ng una."", ""2029: Ng nagpapasimula pa lamang ako'y tila mandin hindi lalabas na magaling ang aking bagong palacad: marami ang hindi na nag-aaral; datapwat ipinatuloy ko, at aking namasid na unti-unting sumasaya ang mga loob, dumarami ang pumapasoc na mga bata at lalong nagmamalimit, at ang minsang mapuri sa harapan ng lahat, kinabucasa'y nag-iibayo ang natututuhan.""]"
nagcuculang,8,0,C_TO_K,nagkukulang,HIGH,SAFE,"[""2039: Si Don Catalinong hari nilang lahat na nagtatag ng escuelahang iyon, hindi nagcuculang sa dalawampo't lima ang palong ibinibigay, kaya't naging marurunong at mga pari ang kanyang mga anak."", '2875: Muling tumunog ang musica: tumutugtog si Iday ng arpa, at ang mga lalaki nama\'y mga acordeon at mga guitarra, na humiguit cumulang ang ""afinacion;"" datapwat si Albino ang magaling tumugtog sa lahat, sa pagka\'t tunay na kinacamot ang guitarra, nagcuculang sa ""tono"" at mayatmaya\'y sumisinsay sa compas, at caguinsaguisa\'y nacalilimot, kaya\'t lumilipat sa sonatang ibang iba sa dating tinutugtog.', ""4962: Hindi nagcuculang ng magagandang panucala ang mga namamamahala, ngunit napipilitan caming gumamit ng mga mata at mga bisig ng iba na ang caraniwa'y hindi namin kilala, na marahil hindi ang paglilingcod sa kanyang sariling Bayan ang ginagawa, kung di ang paglilingcod lamang sa sariling iguiguinhawa.""]"
macapangyarihang,8,0,C_TO_K,makapangyarihang,HIGH,SAFE,"['607: Kaya nga\'t ipinalalagay ng mga punong macapangyarihang siya\'y isang magaling na tao, cagandagandahan ang puso, payapa, mapagpacumbaba, masunurin, mapagpakitang loob, na hindi bumabasa ng ano mang libro o periodicong galing sa España, baga man magaling mag-wikang kastila; ang tingin sa kanya, nila\'y tulad sa pagmamasid ng isang abang estudiante sa gasgas na tacon ng kanyang luma ng zapato, pakiling dahil sa anyo ng kanyang paglakad:—Naguiguing katotohanan, sa kalagayan niya, ang casabihan ng mga cristianong ""beati pauperis spiritu"" at ang caraniwang casabihang ""beati possidentes"", at mangyayaring maipatungcol sa kanya yaong mga sabing griego na anang iba\'y mali ang pagkakahulog sa wikang kastila: ""¡Gloria a Dios en las alturas y paz a los hombres de buena voluntad""!', ""1968: Kung gayo'y tantuin ninyong kailan ma'y hindi mangyayari ang pagtuturong iyan sa mga kalagayan ngayon kung walang isang macapangyarihang tulong; unauna'y kahi't magcaroon, ito'y sinisira ng caculangan ng mga sukat na magamit at ng maraming panirang maling caisipan."", ""2023: Napagkilala ko rin namang ang kanilang pagkakita sa araw-araw ng pamamalo'y pumapatay sa kanilang puso ng awa, at pumupugnaw niyang ningas ng dangal, macapangyarihang panggalaw ng daigdig, at nalalakip sa gayon ang pagkawala ng hiya, na mahirap ng totoong muling magbalik.""]"
nagcasiya,8,0,C_TO_K,nagkasiya,HIGH,SAFE,"[""492: Ang castilang marahil ang tingin sa lahat ay mapula na, ibinuhat ang kamay, ngunit hindi siya binigyang panahon ng inyong ama, at taglay iyang lakas na nagcacanulo ng pagka siya'y apo ng mga vascongado ... anang iba'y sinuntoc daw, anang iba nama'y nagcasiya, na lamang sa pagtutulac sa kanya; datapwat ang nangyari'y ang tao'y umuga, napalayo ng ilang hacbang at natumbang tumama, ang ulo sa bato."", ""630: Hindi nagcasiya si Doña Pia Alba sa pamimili ng azucal, cafe at tina: ninais niyang magtanim at umani, at bumili ang dalawang bagong casal ng mga lupa sa San Diego, at mula niyao'y naging kaibigan na siya ni pari Damaso at ni Don Rafael Ibarra, na siyang lalong mayamang mamumuhunan sa bayan."", '2063: —At ¿nagcasiya na po ba kayo sa inyong mga bagong tinuturuan?']"
acalaing,8,0,C_TO_K,akalaing,HIGH,SAFE,"['454: —¡Dapat kong acalaing hindi po kayo nagbibiro sa akin—ang muling sinabi ni Ibarra ng macaraan ang ilang sandaling hindi siya umiimic!', '3275: Huwag po ninyong acalaing dahil sa pinawawal-ang halaga ng mga dominico at agustino ang guinggong habito, ang cordon at ang salaulang pangyapac, na dahil sa minsang ipinaalaala ng isang dakilang doctor sa Santo Tomas, na ipinasiya ng papa Inocencio III, na lalong nauucol daw sa mga baboy kay sa mga tao ang mga palatuntunan ng mga franciscano\'y hindi sila mangagcacaisa upang papagtibayin yaong sabi ng isang fraileng procurador: ""Higuit ang ikinapangyayari ng lalong walang cabuluhang uldog kay sa Gobierno, kahi\'t maguing kasama pa nito ang lahat niyang mga soldado ""Cave ne cadas"".', '4826: Isang hinaharap na panahong pinanag-inip at hinimashimas na malaon, mga sapantaha ng budhing sumilang sa camusmusan at lumagong casabay ng kanyang paglaki at siyang nabibigay casiglahan sa caibuturan ng kanyang cataohan, ¡acalaing catcatin ngayon sa bait at sa puso sa isa lamang salita.']"
hinawacan,8,0,C_TO_K,hinawakan,HIGH,SAFE,"[""446: ¿Kayo po ba'y ...? ang itinanong ng binata at hinawacan sa brazo ang militar."", '491: Napoot sa nangyari, tinacbo ang maniningil na kastila, hinawacan siya sa brazo at pinagwicaan siya ng mabibigat.', '1518: At hinawacan si Crispin sa bisig at inacmaang caladcarin.']"
nacahahadlang,8,0,C_TO_K,nakahahadlang,HIGH,SAFE,"['290: Cagulatgulat ang sama ng loob ng franciscano, sinisicaran ang mga sillang nacahahadlang sa kanyang nilalacaran, at hanggang sa sinico ang isang cadete.', ""1964: Ibig kong gawing patnubay ang panucala ng sa aki'y nagbigay buhay, at dahil dito'y ibig ko sanang maunawa ang mga nacahahadlang dito sa pagtuturo."", ""5107: Palibhasa'y walang ano mang nacahahadlang sa kanya—sapagkat piniguing ang kanyang asawa,—ang budhi niya'y pinupuno ng guiyaguis: masasabing untiunting pinupuspos ang kanyang mga silacbo ng tilamsic at init ng lintic at nangagbabalang magsambulat ng isang imbing unos.""]"
catoto,8,0,C_TO_K,katoto,HIGH,SAFE,"['10: Yamang walang bantay-pinto o alilang humingi o magtanong ng ""billete"" o sulat na anyaya, tayo\'y pumanhik, ¡oh ikaw na bumabasa sa akin, catoto o kaaway!', '190: Sila\'y sinalubong ng bating catoto ng naroroong pulutong, at nangagsiupo sa tabi ng ating mga cakilala ang Doctor De Espadaña at ang ginoong asawa niyang ""doctora"" na si Doña Victorina.', '2094: —ani Don Filipong puno ng partido liberal sa kanyang mga catoto; may dati siyang talagang pakay siya totoong ipinagpahuli niya ang pagtutuos ng balac na gugugulin.']"
pangcat,8,0,C_TO_K,pangkat,HIGH,SAFE,"[""2092: Dito nagsasalitaan ngayon ang mga puno ng bayan at ng mga nayon: hindi nakikihalo ang pangcat ng mga matatanda sa pangcat ng mga bata, at hindi nangagcacasundo ang isa't isa; sila ang mga kinacatawan ng partido conservador at ng partido liberal, ang naguiguing catangia'y totoong napapacalabis sa mga bayan ang kanilang mga pagtatalotalo."", ""2092: Dito nagsasalitaan ngayon ang mga puno ng bayan at ng mga nayon: hindi nakikihalo ang pangcat ng mga matatanda sa pangcat ng mga bata, at hindi nangagcacasundo ang isa't isa; sila ang mga kinacatawan ng partido conservador at ng partido liberal, ang naguiguing catangia'y totoong napapacalabis sa mga bayan ang kanilang mga pagtatalotalo."", ""2275: Ang pagmagat ng isa'y Ang pag-hahalal ng Gobernadorcillo, ito'y isang comediang patupatuloy ang pananalita, nababahagui sa limang pangcat, catha ng isa sa mga nariritong caharap.""]"
malalacas,8,0,C_TO_K,malalakas,HIGH,SAFE,"[""844: Sa mga capatagan, sa mga malilinis na lupang pinaghahalamanan ay nanginginain ang mga hayop na kasama ng mga tagac, na payapang nacadapo sa ibabaw ng mga vacang capong ngumunguya at linalasa ang mga sariwang damo ng parang, na ipinipikitpikit ang mga mata,; sa dakong malayo'y mga babaeng cabayong nangagdadambahan, nangaglulucsuhan at nangagtatacbuhang hagad ng isang masival na potrong mababa ang buntot at malago ang kiling: humahalinghing ang potro at pinasasambulat ang lupa ng kanyang malalacas na mga cuco."", '3412: Magsisirating na galing sa Tanawan, sa Lipa at sa Batangan at gayon din sa Santa Cruz, ang malalacas na mga ""punto"" (mananaya).', ""3561: May nangariring na mga sigawan at malalacas na halakhacan, napapanood na ang mga fraile'y lumalacad ng mahina, at iguinagalaw ang ulo ng ayon sa compas, at malaking tabaco ang napapamuti sa mga labi.""]"
catatagan,8,0,C_TO_K,katatagan,HIGH,SAFE,"[""62: Hindi maicacait sa akin nino mang dalawampong tao'y mahiguit kay sa catatagan upang makilala ang isang bayan."", '3222: Inuulit kong kung hindi nga lamang sa cahirapan ng pagdidibujo na kinacailangang pacabutihin, halos magagamit nga ang mga ""geroglifico;"" datapwat ang cahirapang ding ito ang siyang pumimipilit sa aking huwag magsalita ng malawig at huwag magsaysay kung di iyong catatagan at kinakailangan lamang: bucod sa rito\'y sinasamahan ako ng pinagpapagalan kong ito, pagka umaalis ang aking mga panauhing taga China at taga Japon.', '6880: ang taas ay matangcad ayon sa alferez, catatagan ayon sa kay padre Damaso; maiitim ang mga mata, catatagan ang ilong, catatagan ang bibig, walang balbas, maitim ang buhok....']"
pagpapacahirap,8,0,C_TO_K,pagpapakahirap,HIGH,SAFE,"[""372: Bago ko paroonan ang isang lupain, pinagsisicapan kong matalos ang kanyang historia, ang kanyang Exodo kung mangyayaring masabi ko ito, at pagkatapos ang nasusunduan ko'y ang dapat mangyari: nakikita kong ang iguiniguinhawa o ipinaghihirap ng isang baya'y nagmumula sa kanyang mga calayaan o mga cadiliman ng isip, at yamang gayo'y nanggagaling sa mga pagpapacahirap ng mga namamayan sa icagagaling ng calahatan, o ang sa kanilang mga magugulang na pagka walang ibang iniibig at pinagsusumakitan kung di ang sariling caguinhawahan."", ""2013: Hindi ko mangyaring masabi ang katotohanan sa aking ina; kinacailangang kong sabihing nacapagbibigay ligaya ngayon sa akin ang kanyang tatlong taong mga pagpapacahirap upang ako'y magcaroon ng ganitong catungculan; kinacailangang papaniwalain ko siyang ang hanap-buhay ko'y totoong nacapagbibigay dangal; na ang pagpapacapagod ko'y cawiliwili; nasasabugan ng mga bulaklak ang landas; na walang naguiguing bunga ang aking pagtupad ng mga catungculan kung di ang pagkakaroon ng mga kaibigan; na ako'y iguinagalang ng bayan at pinupuspos ng mga paglingap; sa pagka't kung hindi gayon ang aking gawin, bucod sa ako'y na sa casawiang palad na'y papagdadalamhatiin ko pa ang iba, bagay na bakit wala na akong capakinabangan ay ipagcacasala ko pa."", '3823: , ng kanilang maalaman ang ganitong kanyang mga pagpapacahirap.']"
catowaan,8,0,C_TO_K,katowaan,HIGH,SAFE,"[""116: Biglang nawala ang catowaan ni Fr. Damaso at tumiguil ng pagtatawa sa tanong na itong ang anyo'y totoong parang walang ano man at hindi sinasadya."", ""637: tulad sa mangingisdang sinasabi ni Shakespeare sa Macbeth, na tumiguil ng pag-aawit ng siya'y macasumpong ng isang cayamanan; pumanaw kay Doña Pia ang catowaan, namanglaw ng di ano lamang at hindi na nakita nino mang ngumiti."", '1067: Natatalastas ng mga maiitim na ito, na ang tao\'y mapanghiganti, at sa pagka\'t gayo\'y sinasabi nilang upang mabigyang catowaan ang namatay, wala ng lalong magaling kung di ang patayin sa ibabaw ng pinaglibingan sa kanya ang lahat ng kanyang mga kaaway; at sa pagka\'t ang tao\'y malulugding macaalam ng mga bagay-bagay, sa taon-tao\'y pinadadalhan siya ng isang ""correo"" sa pamamag-itan ng linaplap na balat ng isang alipin.']"
putucan,8,0,C_TO_K,putukan,HIGH,SAFE,"['620: Pagka nagcagayo\'y guinagamit naman ni Kapitang Tiago ang kanyang lalong nagagawang magaling, ang bagay na kanyang ikinatatangi: ang mga misang may mga bomba\'t iba pang pangpasayang guinagamitan ng polvora, at pagnangyari ito\'y kinacagat ni Doña Patrocinio ng kanyang mga ngidngid ang kanyang labi, sa pagka\'t palibhasa\'y totoong mayamutin ay hindi niya matiis ang ""repique"" ng mga campana, at lalo ng kinalulupitan niya ang ugong ng mga putucan.', '3768: Nanag-uli ang buhay at casayahan, muling nirepique ang mga campana at nagpasimula ang mga putucan.', '5021: Paggabi, at ng nasisindi ng lahat ang mga farol sa mga bintana, ginawa ang icaapat na paglabas ng procesion, na sinasabayan ng repique ng mga campana at ng talastas ng dating mga putucan.']"
casamaang,8,0,C_TO_K,kasamaang,HIGH,SAFE,"['490: Sa casamaang palad ay nagdaraan doon ang inyong ama.', ""624: Hinihintay ni Kapitang Tiago na bawa't araw ay titiguil ng paghinga ang matandang babaeng ito, o matatalo kaya ang lima o anim na usapin sa paglilincod lamang sa Dios; ang casamaang palad ay ipinagcasanggalang ang mga usaping iyon ng lalong magagaling na abogado sa Real Audiencia, at tungkol sa kanyang buhay, walang sukat na mapanghawacan sa kanya ang sakit, ang cawangis niya'y cawad na patalim, marahil ng may mapanghinularan ang mga calolowa, at cumacapit dito sa bayan ng luhang gaya ng mahigpit na pagkapit ng galis sa balat ng tao."", ""1980: Upang mabigyang cagamutan ang casamaang sa inyo'y sinasabi ko, aking minagaling na magturo ng wikang kastila sa mga bata, sa pagka't bucod sa ipinag-uutos ng Gobierno, inacala ko namang ito'y isang cagalingan ng lahat.""]"
catampalasanan,8,0,C_TO_K,katampalasanan,HIGH,SAFE,"['475: "" At inilalagay niya sa akin ang ganitong halimbawa:—""Kung aking pinatay ang isang ama ng familia, kung dahil sa catampalasanan ko\'y nabao\'t nalugami sa capighatian ang isang babae, at ang mga masasayang musmos ay naging mga dukhang ulila, ¿mababayaran ko kaya ang walang hanggang Catowiran, kung ako\'y kusang pabitay, ipagcatiwala ko ang lihim sa isang mag-iingat na howag mahayag, maglimos sa mga cura na siyang hindi tunay na nangagcacailangan, bumili ng ""bula de composicion,"" o tumangistangis sa gabi at araw?', '515: Ang mga pagtitiis ng hirap, ang mga sama ng loob, ang mga pagdaralita sa bilangguan, o ang kanyang pagpipighati ng kanyang mapanood ang gayong caraming gumaganti ng catampalasanan sa ginawa niya sa kanilang mga cagalingan, ang siyang sumira sa catibayan ng kanyang catawang bacal, at dinapuan siya, niyang sakit na ang libingan lamang ang nacagagamot.', ""2032: Sinabi sa aking pinasasama ko raw ang mga bata; na sinasayang ko ang panahon; na hindi ako gumaganap sa aking catungculan; na ang amang hindi namamalo ay napopoot sa kanyang anak, ayon sa Espiritu Santo; na ang letra'y pumapasoc sa pamamag-itan ng dugo, at iba't iba pa; sinaysay sa akin ang isang buntong mga casabihan ng panahon ng mga catampalasanan, na ano pa't wari'y casucatan ng nasabi ang isang bagay ng mga tao sa una upang huwag ng matutulan, at alinsunod sa ganitong palacad ng isip ay dapat na nga marahil nating paniwalaang nagcaroon sa daigdig ng mga cakilakilabot na anyo ng mga hayop na kinatha ng isip ng mga tao ng mga panahong iyon at kanilang iniukit sa kanilang mga palacio at mga catedral.""]"
bacol,8,0,C_TO_K,bakol,HIGH,SAFE,"[""971: Mga katawan ng puno ng niog o ng kahoy na may balat pa, na gumagalaw at gumiguiwang ang siyang naghuhugpong ng magcabilang ibayo, at kahi't sila'y masasamang tulay, datapwat maiinam namang cagamitan sa circo sa pagpapatiwatiwaric, bagay na hindi dapat pawal-ang halaga: nangagcacatwa ang mga bata, buhat sa ilog na pinaliliguan, sa mga pagkalaguim ng nagdaraang babaeng may sunong na bacol, o ng matandang lalaking nanginginig sa paglakad at pinababayaang mahulog ang kanyang tungcod sa tubig."", ""1714: —Ang napanag-inip ko, nanay,—ani Basilio ng marahan—kami raw ay namumulot ng uhay sa isang tubigang totoong maraming bulaklak, ang mga babae'y may mga dalang bacol na puno ng mga uhay ... ang mga lalaki'y may mga dala ring bacol na puno ng uhay ... at ang mga batang lalaki'y gayon din ..."", ""1714: —Ang napanag-inip ko, nanay,—ani Basilio ng marahan—kami raw ay namumulot ng uhay sa isang tubigang totoong maraming bulaklak, ang mga babae'y may mga dalang bacol na puno ng mga uhay ... ang mga lalaki'y may mga dala ring bacol na puno ng uhay ... at ang mga batang lalaki'y gayon din ...""]"
comedia,8,0,C_TO_K,komedia,HIGH,SAFE,"['2181: —Iniaanyaya kong makipagcayari sa comedia sa Tundo upang magpalabas sa pitong gabing sunod sunod.', ""2274: Dala ko rito ang dalawang comedia, na marahil pasisiyahang totoong masasangayunan at catowatowa ng mga cagalanggalang na matatandang dito'y nalilimpi, palibhasa'y lubos ang pagkatalos nila sa bawa't maganda at kilala naman ng lahat ang kanilang catalinuhan."", '3365: —ang ibinulong ng mapag-isip ng mapapanglaw na filosofo; na sinusundan si Ibarra ng kanyang tanaw;—hiwatigan nating mabuti kung paano kaya ang gagawin ni Capalarang pagyari ng pinasimulaang ""comedia"" sa libangan.']"
