old_token,new_token,frequency,confidence,reason,reviewer_decision,decision_note
macapaglaro,makapaglaro,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catapusan,katapusan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacawingi,nakawingi,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catuturan,katuturan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacakilos,nakakilos,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacunot,nakakunot,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumusta,kumusta,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cometa,kometa,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pakikipagcagalit,pakikipagkagalit,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tinatacasan,tinatakasan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaalawa,makaalawa,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caitaasan,kaitaasan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacahihicayat,nakahihikayat,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabuti,kabuti,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacadilat,nakadilat,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
encantado,enkantado,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagulangan,kagulangan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macalabas,makalabas,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacaakit,nakakaakit,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catapangang,katapangang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cuco,kuko,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catatawanan,katatawanan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carromata,karromata,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
corredor,korredor,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caingayang,kaingayang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cainalam,kainalam,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camalig,kamalig,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaunat,nakaunat,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cayamanang,kayamanang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capong,kapong,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caratnan,karatnan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacahahalina,nakahahalina,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
culata,kulata,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
amorseco,amorseko,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catapusa'y,katapusa'y,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacadapo,nakadapo,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catacata,katakata,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
escultura,eskultura,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capilla,kapilla,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carilagdilagang,karilagdilagang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
iniucol,iniukol,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinucumpisal,kinukumpisal,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacawatasan,nagkakawatasan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacaibig,pinakaibig,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcaibigan,magkaibigan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagcuro,mapagkuro,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaakit,nakaakit,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sacop,sakop,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahawig,kahawig,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
manica,manika,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
inilacas,inilakas,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macasasakit,makasasakit,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapanayam,nakapanayam,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nag-aabanico,nag-aabaniko,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icapito,ikapito,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinacatcat,kinakatkat,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
namamangca,namamangka,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
biscocho,biskocho,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
marco,marko,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
colado,kolado,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
corbata,korbata,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tucoy,tukoy,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pawican,pawikan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catamistamisang,katamistamisang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cuadrong,kuadrong,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabutihang,kabutihang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacuculong,nakukulong,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camalacmalac,kamalacmalac,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carami,karami,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
hicab,hikab,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cadete,kadete,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaputi,nakaputi,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macatalos,makatalos,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caymanggui,kaymanggui,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cadalasa'y,kadalasa'y,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tumalicod,tumalikod,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacacain,pinakakain,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagcandiling,mapagkandiling,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahatulang,kahatulang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cuerdas,kuerdas,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahimahimalang,kahimahimalang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carikitdikitang,karikitdikitang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangapupucaw,nangapupukaw,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumikislap,kumikislap,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
collar,kollar,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
como,komo,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camukha,kamukha,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasisira,nakasisira,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinagcacatiwala,ipinagkakatiwala,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabiyac,kabiyac,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macababasa,makababasa,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
comandante,komandante,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
periodicong,periodikong,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
vascongado,vaskongado,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagwicaan,mapagwikaan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caramiha'y,karamiha'y,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinucuyumos,kinukuyumos,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
confesor,konfesor,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
iniwacas,iniwakas,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
lumacas,lumakas,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catas,katas,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacawangis,nangagkakawangis,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagwicaan,pinagwikaan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catacatacang,katakatakang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpacaingat,magpakaingat,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caiclian,kaiclian,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcucumpisal,nagkukumpisal,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacararagdag,nakararagdag,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagtatadyacan,pinagtatadyakan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapangyari,nakapangyari,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
quinto,kinto,2,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
hucayi't,hukayi't,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
makipagcagalit,makipagkagalit,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calahati'y,kalahati'y,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
hucayin,hukayin,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sacasacali't,sakasakali't,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
hinuhucay,hinuhukay,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumacanta,kumakanta,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacawatasan,magkakawatasan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cofradia,kofradia,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caligaligan,kaligaligan,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
jicarang,jikarang,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macatagal,makatagal,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
colorete,kolorete,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacakilala,nakakakilala,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macabalic,makabalic,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macalimot,makalimot,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pandacaki,pandakaki,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasalacot,nakasalakot,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatitisod,nakatitisod,2,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacapangagaw,makakapangagaw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
awit-calangitan,awit-kalangitan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cortina,kortina,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcahiwalay,magkahiwalay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpasaca,magpasaka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahimana-wari'y,kahimana-wari'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calumalumaang,kalumalumaang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacadaidaiti,nagkakadaidaiti,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahihintay,kahihintay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpapaindulto,makapagpapaindulto,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatulong,nakatulong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
patingcayad,patingkayad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
niyucuran,niyukuran,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pacacasalang,pakakasalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
hinagcang,hinagkang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahuad,kahuad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagkatacas,pagkatakas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capuchon,kapuchon,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacahangadhangad,pinakahangadhangad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaasang,makaasang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagmamacaawa,nagmamakaawa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacadadakila,pinakadadakila,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagcacadahilanan,pinagkakadahilanan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cadulingasan,kadulingasan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
culabong,kulabong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casipaga't,kasipaga't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caniya'y,kaniya'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacadunong,napakadunong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaakit,makaakit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcasama,magkasama,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
dilicaya'y,dilikaya'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tinalicurang,tinalikurang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacaimbing,napakaimbing,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caisang,kaisang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catayugang,katayugang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mangcuculam,mangkukulam,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasususot,nakasususot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
canugnog,kanugnog,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacatuwa,nagkakatuwa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagka-cataong,pagka-kataong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacahabitong,nakahabitong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
hicaw,hikaw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahusayang,kahusayang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calinisa'y,kalinisa'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macatindig,makatindig,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ibinubucas,ibinubukas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tungcos,tungkos,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaaasa,makaaasa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacapatong,nagkakapatong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalingid,nakalingid,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaliligtas,makaliligtas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macalalaki,makalalaki,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
paliquid,palikid,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagtataca,nakapagtataka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalevita,nakalevita,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagbabacang,pagbabakang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacaliit,napakaliit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagtatawa,makapagtatawa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pamamangca,pamamangka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cayamana'y,kayamana'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cunuwari'y,kunuwari'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caaalis,kaaalis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sinusucat,sinusukat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinacaliangang,kinakaliangang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icakikilala,ikakikilala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapipisil,nakapipisil,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcagulo-gulong,magkagulo-gulong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icahihinto,ikahihinto,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacakilalanan,nangagkakakilalanan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pakikicamay,pakikikamay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacabayo,nagkakabayo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casakitsakit,kasakitsakit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macahacbang,makahacbang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
coma,koma,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpapasaya,makapagpapasaya,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
inilangcap,inilangkap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catipanan,katipanan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caramdaman,karamdaman,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icapagtatanggol,ikapagtatanggol,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagpapalacas,pagpapalakas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagpacaing,nagpakaing,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capayapaa't,kapayapaa't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagsalitaan,nakapagsalitaan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mag-acala,mag-akala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catatacas,katatakas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macasasapat,makasasapat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpahamac,makapagpahamac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapanghingi,makapanghingi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casalang,kasalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapapasoc,makapapasoc,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangacaguantes,nangakaguantes,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagpaicli,nakapagpaicli,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagmumunacala,nagmumunakala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcawatac-watac,magkawatac-watac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagsacdal,makapagsacdal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcabunton-bunton,magkabunton-bunton,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icababanal,ikababanal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipagcanulo,ipagkanulo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caawaang,kaawaang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casususutan,kasususutan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinapagcacaisa,pinapagkakaisa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carayaan,karayaan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cailang,kailang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagulumihanan,kagulumihanan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinamanhica'y,pinamanhika'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icapagcacapuri,ikapagkakapuri,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumampi,kumampi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cancer,kancer,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caracaraca,karakaraka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macagagaling,makagagaling,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumikitib,kumikitib,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacararamdam,nakararamdam,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacausap,nakausap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nakikibaca,nakikibaka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacamataas,pinakamataas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpapasacay,magpapasakay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caayawan,kaayawan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pakikibaca,pakikibaka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacatungag,napakatungag,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cadakilaa'y,kadakilaa'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahalimbawa,kahalimbawa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapapanatag,nakapapanatag,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icatuwa,ikatuwa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatimbuwang,nakatimbuwang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
delincuente,delinkuente,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
volcang,volkang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cucutapcutap,kukutapkutap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacahati,nangagkakahati,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
orquesta'y,orkesta'y,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
caliitang,kaliitang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camoles,kamoles,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalalaganap,nakalalaganap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
buscapie,buskapie,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
coetes,koetes,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatihaya,nakatihaya,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumacanta'y,kumakanta'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabuntisan,kabuntisan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapangangahas,makapangangahas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mangcoc,mangkoc,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caliksihan,kaliksihan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camag,kamag,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinacalabog,kinakalabog,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casangcapang-bahay,kasangkapang-bahay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ilinalacas,ilinalakas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpalacadlacad,magpalakadlakad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatapos,nakatapos,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capalibhasaang,kapalibhasaang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagtiis,nakapagtiis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
quia,kia,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
nacagaling,nakagaling,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
talampacan,talampakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagsuntucan,nagsuntukan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinupucol,pinupukol,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
lagpacan,lagpakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpapalayas,makapagpapalayas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catipan,katipan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
escudo,eskudo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
electrica,electrika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
banco,banko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
papasco,papasko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagbalicang,pagbalikang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagyayacag,nagyayakag,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacawawatas,nakawawatas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macalagay,makalagay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagbigay-loob,makapagbigay-loob,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagsaya,makapagsaya,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tacutin,takutin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaculong,nakakulong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
