token,count,proposed_modern
nililibac,1,nililibac
napasuco,1,napasuco
cahalimbawang,1,cahalimbawang
guinagalit,1,guinagalit
macapagpasial,1,macapagpasial
Cirugia,1,Cirugia
ESPECIALISTA,1,ESPECIALISTA
CLASE,1,CLASE
cumapal,1,cumapal
encaje,1,encaje
gumagayac,1,gumagayac
pinacamatalas,1,pinacamatalas
magcacamag,1,magcacamag
catabilan,1,catabilan
nacatagpo,1,nacatagpo
conde,1,conde
Campanario,1,Campanario
nacalapat,1,nacalapat
nakatiric,1,nakatiric
ticlop,1,ticlop
catreng,1,catreng
camagong,1,camagong
Liqueng,1,Liqueng
Lacsan,1,Lacsan
PANUCALA,1,PANUCALA
caguiliwguiliw,1,caguiliwguiliw
nacapanatili,1,nacapanatili
Pagcalakilaki,1,Pagcalakilaki
natatahimic,1,natatahimic
pinacahihigpit,1,pinacahihigpit
Catungculan,1,Catungculan
picapleitos,1,picapleitos
capaparoo,1,capaparoo
nacapasa,1,nacapasa
caawang,1,caawang
nagtumacbo,1,nagtumacbo
pagpapacunwari,1,pagpapacunwari
catatalac,1,catatalac
CONCIENCIA,1,CONCIENCIA
macapagcumpisal,1,macapagcumpisal
pinacaaalagaan,1,pinacaaalagaan
Nangguiguilalas,1,Nangguiguilalas
cabisaan,1,cabisaan
liquen,1,liquen
natapacan,1,natapacan
tatapacan,1,tatapacan
cabahalaan,1,cabahalaan
kinaguiguiliwang,1,kinaguiguiliwang
pagcapangumpisal,1,pagcapangumpisal
concienciang,1,concienciang
pacaunawaing,1,pacaunawaing
cirugia,1,cirugia
macapaglalayo,1,macapaglalayo
Napacawalang,1,Napacawalang
capararacan,1,capararacan
magcacapol,1,magcacapol
caltab,1,caltab
nangagcacaroon,1,nangagcacaroon
Cumain,1,Cumain
nacaramdam,1,nacaramdam
macapito,1,macapito
macapaggunamgunam,1,macapaggunamgunam
ipinagcacasala,1,ipinagcacasala
magpahamac,1,magpahamac
icatlo,1,icatlo
pinagcacasalanan,1,pinagcacasalanan
cuakero,1,cuakero
Pagcagalinggaling,1,Pagcagalinggaling
mapaiyac,1,mapaiyac
pagcahumal,1,pagcahumal
pagcanilaynilay,1,pagcanilaynilay
pagcadali,1,pagcadali
contricion,1,contricion
Pagdagucan,1,Pagdagucan
calalacasan,1,calalacasan
antoc,1,antoc
nacapaghicab,1,nacapaghicab
nacabahagui,1,nacabahagui
nacariringig,1,nacariringig
cumpisal,1,cumpisal
nacaharap,1,nacaharap
pagcagagandang,1,pagcagagandang
nagcumpisal,1,nagcumpisal
macatataroc,1,macatataroc
Manacanaca,1,Manacanaca
nalalacaran,1,nalalacaran
nacababacod,1,nacababacod
nababacurang,1,nababacurang
naguiba,1,naguiba
nacapupuno,1,nacapupuno
kinucumutan,1,kinucumutan
pacaposcapos,1,pacaposcapos
halicayo,1,halicayo
nacapulupot,1,nacapulupot
nangagsitahimic,1,nangagsitahimic
nacapagpipitagang,1,nacapagpipitagang
Icao,1,Icao
sinucat,1,sinucat
bicas,1,bicas
nagpacabicabila,1,nagpacabicabila
caliitliitang,1,caliitliitang
nagpacumbaba,1,nagpacumbaba
catiwasayang,1,catiwasayang
catiwasiya,1,catiwasiya
magpapacatira,1,magpapacatira
caalimurahan,1,caalimurahan
cadalia,1,cadalia
casinunga,1,casinunga
isinacdal,1,isinacdal
guinalit,1,guinalit
casalimura,1,casalimura
sasactan,1,sasactan
pinagcacalooban,1,pinagcacalooban
pinacasusucat,1,pinacasusucat
nagca,1,nagca
nagpapacabagabag,1,nagpapacabagabag
magcacaasawa,1,magcacaasawa
ticmang,1,ticmang
macapagtaca,1,macapagtaca
papca,1,papca
magpacabingi,1,magpacabingi
pagnagcagayo,1,pagnagcagayo
pinagcaratiban,1,pinagcaratiban
magcasalaping,1,magcasalaping
pagcacaturo,1,pagcacaturo
pagcaturo,1,pagcaturo
macahicayat,1,macahicayat
Nababahagui,1,Nababahagui
pasucan,1,pasucan
cabahayang,1,cabahayang
Capanig,1,Capanig
nangagcacayari,1,nangagcacayari
humahalachac,1,humahalachac
pinacamahalmahal,1,pinacamahalmahal
ipinagcatiwala,1,ipinagcatiwala
cacabacaba,1,cacabacaba
pamimilac,1,pamimilac
cacapal,1,cacapal
ibinubucadcad,1,ibinubucadcad
liniliguid,1,liniliguid
natatatac,1,natatatac
cauhawang,1,cauhawang
nababacuran,1,nababacuran
sumusuco,1,sumusuco
contratista,1,contratista
pagcacapicpic,1,pagcacapicpic
cagutuman,1,cagutuman
Caatong,1,Caatong
pagcalakilaki,1,pagcalakilaki
Caunti,1,Caunti
macababawi,1,macababawi
nangagcacabilog,1,nangagcacabilog
nacapaisano,1,nacapaisano
pangcuartel,1,pangcuartel
kinacalog,1,kinacalog
pinacacalasing,1,pinacacalasing
hinihicap,1,hinihicap
ipinangangacong,1,ipinangangacong
nangalulungcot,1,nangalulungcot
nagpapacunwari,1,nagpapacunwari
macapusta,1,macapusta
nacahihila,1,nacahihila
nagpacalayo,1,nagpacalayo
Tumatahimic,1,Tumatahimic
Sinico,1,Sinico
tucain,1,tucain
pagcacatulad,1,pagcacatulad
pinapagcahig,1,pinapagcahig
macacalaban,1,macacalaban
puloc,1,puloc
nangagcacalayo,1,nangagcacalayo
yapac,1,yapac
nangagsusucatan,1,nangagsusucatan
nagpanalpoc,1,nagpanalpoc
nagcapanagupa,1,nagcapanagupa
catalinuan,1,catalinuan
masacsac,1,masacsac
ititiguil,1,ititiguil
pagcacasugat,1,pagcacasugat
sacsacan,1,sacsacan
nangagcacacabit,1,nangagcacacabit
sumuca,1,sumuca
nacacapakinig,1,nacacapakinig
pagcatwa,1,pagcatwa
macapagtagumpay,1,macapagtagumpay
Tinatadyacan,1,Tinatadyacan
capanganibang,1,capanganibang
capapanalo,1,capapanalo
Casunduan,1,Casunduan
maghahawac,1,maghahawac
nagcacatiwala,1,nagcacatiwala
curatel,1,curatel
Cristostomo,1,Cristostomo
macahanap,1,macahanap
matahimic,1,matahimic
GUINOONG,1,GUINOONG
Pagcapangitpangit,1,Pagcapangitpangit
nacatitira,1,nacatitira
pagcasamasama,1,pagcasamasama
ciento,1,ciento
Magbalic,1,Magbalic
salalac,1,salalac
Sumasacatuiran,1,Sumasacatuiran
nacaubos,1,nacaubos
Naiinguit,1,Naiinguit
provinciana,1,provinciana
Excelentisima,1,Excelentisima
nacaculapol,1,nacaculapol
itinicom,1,itinicom
duduruguin,1,duduruguin
Calunya,1,Calunya
nagcasaclutan,1,nagcasaclutan
magnacaw,1,magnacaw
duruguin,1,duruguin
Exelencia,1,Exelencia
kinuculot,1,kinuculot
capacanang,1,capacanang
Gui,1,Gui
guirian,1,guirian
carumihang,1,carumihang
tinatangguihan,1,tinatangguihan
macacarlista,1,macacarlista
pagpiguilan,1,pagpiguilan
cahiyahiyang,1,cahiyahiyang
guiniic,1,guiniic
ipinagtaca,1,ipinagtaca
magcacaibigang,1,magcacaibigang
macapagbuntong,1,macapagbuntong
macalacad,1,macalacad
pagcagamot,1,pagcagamot
sinasacya,1,sinasacya
MAGCURO,1,MAGCURO
Magbabalic,1,Magbabalic
Becquer,1,Becquer
ipinakipagcasundo,1,ipinakipagcasundo
tumitic,1,tumitic
ikinagalac,1,ikinagalac
Pamasoc,1,Pamasoc
Nacahilig,1,Nacahilig
Umacmang,1,Umacmang
nacalacad,1,nacalacad
nacapagsalita,1,nacapagsalita
pagcapasabi,1,pagcapasabi
Macaparirito,1,Macaparirito
caguinawan,1,caguinawan
caliluhan,1,caliluhan
centimetro,1,centimetro
pinacatipun,1,pinacatipun
icatlompong,1,icatlompong
mapagcacalooban,1,mapagcacalooban
nacapangahas,1,nacapangahas
magcatagpo,1,magcatagpo
macariringig,1,macariringig
macababalik,1,macababalik
pacatandaan,1,pacatandaan
sinucob,1,sinucob
magpacalabis,1,magpacalabis
Matataroc,1,Matataroc
macamtan,1,macamtan
cagamutang,1,cagamutang
napacatitigas,1,napacatitigas
napacababangis,1,napacababangis
nagcacataon,1,nagcacataon
nacapaghihipit,1,nacapaghihipit
napacapangwasak,1,napacapangwasak
calacasan,1,calacasan
calupitang,1,calupitang
capahintulitan,1,capahintulitan
macapagsanggalang,1,macapagsanggalang
Pinatitiguil,1,Pinatitiguil
pinagcucuro,1,pinagcucuro
sumasadacong,1,sumasadacong
guinagapos,1,guinagapos
sinalacat,1,sinalacat
cafiestahang,1,cafiestahang
nangagnanacaw,1,nangagnanacaw
pagpapacalabis,1,pagpapacalabis
cabunducang,1,cabunducang
paglaguim,1,paglaguim
macapaglalagay,1,macapaglalagay
bituca,1,bituca
nakikihamoc,1,nakikihamoc
uliniguin,1,uliniguin
camaliang,1,camaliang
ipagcait,1,ipagcait
napacadalas,1,napacadalas
ferrocarril,1,ferrocarril
nananacsac,1,nananacsac
sumasacatuwirang,1,sumasacatuwirang
hocbong,1,hocbong
macapagpagalang,1,macapagpagalang
pacatingnang,1,pacatingnang
tumataguinting,1,tumataguinting
nasacop,1,nasacop
calmen,1,calmen
papaco,1,papaco
iniimpoc,1,iniimpoc
pagcacatangkilic,1,pagcacatangkilic
cautangang,1,cautangang
guinawan,1,guinawan
guinahis,1,guinahis
pinasuco,1,pinasuco
naibigcas,1,naibigcas
napacaimbi,1,napacaimbi
sumasacatwiran,1,sumasacatwiran
mahicayat,1,mahicayat
ticang,1,ticang
isinacamay,1,isinacamay
pacaibiguin,1,pacaibiguin
catauhan,1,catauhan
pinagcautangan,1,pinagcautangan
nacatatalastas,1,nacatatalastas
macapagbayad,1,macapagbayad
pinagcacacurusan,1,pinagcacacurusan
magcacatiwala,1,magcacatiwala
calacalin,1,calacalin
pagcaupo,1,pagcaupo
capuriha,1,capuriha
sumaclolo,1,sumaclolo
Nabuloc,1,Nabuloc
macapagalaga,1,macapagalaga
nagcanulo,1,nagcanulo
macapanganac,1,macapanganac
capaniwalaang,1,capaniwalaang
guinanap,1,guinanap
Sapagca,1,Sapagca
nacatatanda,1,nacatatanda
tinutupoc,1,tinutupoc
inihahaguis,1,inihahaguis
nangaglalacad,1,nangaglalacad
delincuente,1,delincuente
Justiciang,1,Justiciang
nacatimbuwang,1,nacatimbuwang
nacatihaya,1,nacatihaya
macapaglacbay,1,macapaglacbay
kinabulucan,1,kinabulucan
pinacamabuting,1,pinacamabuting
macacakilala,1,macacakilala
nacatipon,1,nacatipon
nangacaakit,1,nangacaakit
namanhic,1,namanhic
caisang,1,caisang
magcasama,1,magcasama
Concordia,1,Concordia
magcahiwalay,1,magcahiwalay
magpasaca,1,magpasaca
pagcamapagmataas,1,pagcamapagmataas
pacacasalang,1,pacacasalang
nacapagpaicli,1,nacapagpaicli
casakitsakit,1,casakitsakit
catipanan,1,catipanan
nacatarac,1,nacatarac
macling,1,macling
capapacanan,1,capapacanan
ipinagtatalacan,1,ipinagtatalacan
nagcacagugugol,1,nagcacagugugol
tictic,1,tictic
caramihing,1,caramihing
calayaa,1,calayaa
nangagcacahiwalay,1,nangagcacahiwalay
mangagcacalakiplakip,1,mangagcacalakiplakip
pagsaclolo,1,pagsaclolo
saclolong,1,saclolong
iimican,1,iimican
casaliwaan,1,casaliwaan
pinalacad,1,pinalacad
ibinabalic,1,ibinabalic
nacapagbibiro,1,nacapagbibiro
nacacasama,1,nacacasama
gumiguiliw,1,gumiguiliw
Sampaloc,1,Sampaloc
catuwira,1,catuwira
macaiibig,1,macaiibig
humalic,1,humalic
pagcapalagay,1,pagcapalagay
cainitan,1,cainitan
magcacahusay,1,magcacahusay
macacaalam,1,macacaalam
magtaca,1,magtaca
nacahula,1,nacahula
cahimanawari,1,cahimanawari
macacasama,1,macacasama
nagpapacunuwaring,1,nagpapacunuwaring
Diciembre,1,Diciembre
napacarahan,1,napacarahan
pagyapac,1,pagyapac
mangagbalic,1,mangagbalic
nangagsiimic,1,nangagsiimic
macuha,1,macuha
pinacamalaki,1,pinacamalaki
pinacapandac,1,pinacapandac
nangagcacakilalanan,1,nangagcacakilalanan
pinacamataas,1,pinacamataas
macalalaki,1,macalalaki
magcatanda,1,magcatanda
carta,1,carta
cataimtimang,1,cataimtimang
nacaliliwanag,1,nacaliliwanag
pagcapatay,1,pagcapatay
macatatacas,1,macatatacas
pagcacamal,1,pagcacamal
macatulad,1,macatulad
nagcacasunod,1,nagcacasunod
ipinagtulacan,1,ipinagtulacan
capagcaraca,1,capagcaraca
contrabandista,1,contrabandista
nagsisipanghilacbot,1,nagsisipanghilacbot
nangagtacbuhang,1,nangagtacbuhang
CONOSCE,1,CONOSCE
matucoy,1,matucoy
macapagyabang,1,macapagyabang
capatiran,1,capatiran
bahaguinan,1,bahaguinan
pinacaiingatan,1,pinacaiingatan
isaclolo,1,isaclolo
nangacasalacot,1,nangacasalacot
celador,1,celador
paracmason,1,paracmason
pagcatanggap,1,pagcatanggap
cawalanghiyaan,1,cawalanghiyaan
macapagbitiw,1,macapagbitiw
nagpacatangguitangguing,1,nagpacatangguitangguing
mapagcucurocuro,1,mapagcucurocuro
pagsumagsumaguin,1,pagsumagsumaguin
carunungdungang,1,carunungdungang
sasalicsic,1,sasalicsic
metafisica,1,metafisica
esencia,1,esencia
existencia,1,existencia
cabuhayan,1,cabuhayan
Matematicas,1,Matematicas
Fisica,1,Fisica
patacaran,1,patacaran
pagcapagal,1,pagcapagal
Catuwiran,1,Catuwiran
carilimang,1,carilimang
pinacasasamba,1,pinacasasamba
cacuriputan,1,cacuriputan
macaamis,1,macaamis
mangagcaisa,1,mangagcaisa
macaiinis,1,macaiinis
ibiguing,1,ibiguing
magpacatiratira,1,magpacatiratira
macacasundo,1,macacasundo
macaacbay,1,macaacbay
macapamatnubay,1,macapamatnubay
Ciencias,1,Ciencias
Escolasticismo,1,Escolasticismo
macabuhay,1,macabuhay
pagwawagui,1,pagwawagui
pagcaguho,1,pagcaguho
naguiguibang,1,naguiguibang
Terencio,1,Terencio
managuinip,1,managuinip
mananaguinip,1,mananaguinip
ipinagcacapagod,1,ipinagcacapagod
cahiyahiya,1,cahiyahiya
calumalumaang,1,calumalumaang
Ikinagagalac,1,Ikinagagalac
claudite,1,claudite
Sumasacadiliman,1,Sumasacadiliman
magsasacang,1,magsasacang
pinatitiguil,1,pinatitiguil
amac,1,amac
nacasombrero,1,nacasombrero
pinapagcacasala,1,pinapagcacasala
macahalic,1,macahalic
napacahaling,1,napacahaling
napacarumi,1,napacarumi
biniyac,1,biniyac
itinatadyac,1,itinatadyac
cathacathang,1,cathacathang
Nacatuclas,1,Nacatuclas
pagcacahandang,1,pagcacahandang
confesio,1,confesio
Sasalacayin,1,Sasalacayin
mahabaguin,1,mahabaguin
mapagbabacayan,1,mapagbabacayan
macatutuclas,1,macatutuclas
macapaghanda,1,macapaghanda
nagtatatacbo,1,nagtatatacbo
macapagpapaliwanagan,1,macapagpapaliwanagan
pagcabalisa,1,pagcabalisa
capakikipagsalitaan,1,capakikipagsalitaan
pinapangaco,1,pinapangaco
pacaingatan,1,pacaingatan
magcacanulo,1,magcacanulo
carpetang,1,carpetang
binubucsa,1,binubucsa
nagbubucas,1,nagbubucas
pinaicli,1,pinaicli
napacahaba,1,napacahaba
Vascongado,1,Vascongado
Itinicom,1,Itinicom
nangguiguitil,1,nangguiguitil
nacahugot,1,nacahugot
CAPAHAMACAN,1,CAPAHAMACAN
macacaharap,1,macacaharap
Nangagsipasoc,1,Nangagsipasoc
panacbo,1,panacbo
Casunod,1,Casunod
nacasandata,1,nacasandata
nangagyacap,1,nangagyacap
Christe,1,Christe
icatacot,1,icatacot
trangcahan,1,trangcahan
Humahaguing,1,Humahaguing
ilacad,1,ilacad
cataotao,1,cataotao
ipinasoc,1,ipinasoc
pagcasabit,1,pagcasabit
macapagsandata,1,macapagsandata
iguiguiba,1,iguiguiba
nangalalaguim,1,nangalalaguim
pagcaguiyaguis,1,pagcaguiyaguis
cabayanan,1,cabayanan
nacalatag,1,nacalatag
sabucot,1,sabucot
nilacad,1,nilacad
capaikpican,1,capaikpican
Nacararagdag,1,Nacararagdag
pagcalucso,1,pagcalucso
pagcacapiit,1,pagcacapiit
ihaguis,1,ihaguis
macapapanhic,1,macapapanhic
cacuculata,1,cacuculata
nagpapaguibic,1,nagpapaguibic
INAACALA,1,INAACALA
pagcagulantang,1,pagcagulantang
Nacapagbigay,1,Nacapagbigay
pagcamalabis,1,pagcamalabis
macapangabas,1,macapangabas
nangagcruz,1,nangagcruz
nacalaban,1,nacalaban
pinagbubucsan,1,pinagbubucsan
calabuan,1,calabuan
Cahapon,1,Cahapon
nacasalumbaba,1,nacasalumbaba
macalalacad,1,macalalacad
cunwari,1,cunwari
pinapagcacasiya,1,pinapagcacasiya
paglalacadlacad,1,paglalacadlacad
Nacahambal,1,Nacahambal
nangacalawit,1,nangacalawit
pinagbalacbalac,1,pinagbalacbalac
cumacalat,1,cumacalat
Cagagaling,1,Cagagaling
Nangacatacas,1,Nangacatacas
higui,1,higui
masuntoc,1,masuntoc
maicacailang,1,maicacailang
nacasilip,1,nacasilip
icaganti,1,icaganti
Nangagcruz,1,Nangagcruz
pinacamalayo,1,pinacamalayo
nacalungayngay,1,nacalungayngay
pagtucso,1,pagtucso
napapacasamang,1,napapacasamang
nacasingit,1,nacasingit
sinasacsi,1,sinasacsi
nacarikit,1,nacarikit
maguising,1,maguising
Nacalagay,1,Nacalagay
Patungcol,1,Patungcol
VICTIS,1,VICTIS
Temistocles,1,Temistocles
Naghihicab,1,Naghihicab
nacapanganganib,1,nacapanganganib
calaunan,1,calaunan
Laguim,1,Laguim
acoy,1,acoy
malaguimin,1,malaguimin
Macapagpapasimula,1,Macapagpapasimula
Cunin,1,Cunin
cagulagulatang,1,cagulagulatang
Humiguit,1,Humiguit
nacabucaca,1,nacabucaca
mapagcucurong,1,mapagcucurong
napacabigat,1,napacabigat
macapagbagong,1,macapagbagong
ikinucubli,1,ikinucubli
nacataob,1,nacataob
nangacatindig,1,nangacatindig
nangacaharap,1,nangacaharap
pucpoc,1,pucpoc
pagcalairit,1,pagcalairit
Nacayucod,1,Nacayucod
naguiguitna,1,naguiguitna
Nagtataca,1,Nagtataca
nangguilalas,1,nangguilalas
nacabunton,1,nacabunton
casasacsac,1,casasacsac
Lumungcot,1,Lumungcot
humalakhac,1,humalakhac
capangit,1,capangit
pagyacap,1,pagyacap
magcapang,1,magcapang
sacal,1,sacal
nangangayumcom,1,nangangayumcom
macalabog,1,macalabog
cahambal,1,cahambal
calaguin,1,calaguin
nacaisip,1,nacaisip
Catotohanang,1,Catotohanang
napacamatinding,1,napacamatinding
caliliguid,1,caliliguid
magpacabutibuti,1,magpacabutibuti
nacalindig,1,nacalindig
patiwaric,1,patiwaric
nacapikit,1,nacapikit
nangacaumboc,1,nangacaumboc
guiswac,1,guiswac
nagcacasaliwsaliw,1,nagcacasaliwsaliw
natitingcab,1,natitingcab
Natatacpan,1,Natatacpan
cumalairit,1,cumalairit
ipanhic,1,ipanhic
macapanatili,1,macapanatili
buluboc,1,buluboc
alaguim,1,alaguim
pagcabitin,1,pagcabitin
nacalilis,1,nacalilis
cumatal,1,cumatal
Ricardo,1,Ricardo
nacalaguim,1,nacalaguim
Nangagtatacbuhang,1,Nangagtatacbuhang
Nagculong,1,Nagculong
nangagmamacaamo,1,nangagmamacaamo
nacaiisip,1,nacaiisip
nagpapacabicabilang,1,nagpapacabicabilang
cumucumpas,1,cumucumpas
paputucan,1,paputucan
cubling,1,cubling
maca,1,maca
pinapagcucuscos,1,pinapagcucuscos
ipinaglulucsa,1,ipinaglulucsa
Liniguid,1,Liniguid
pagcasingcaw,1,pagcasingcaw
ipagwasacan,1,ipagwasacan
liniguid,1,liniguid
cahabagan,1,cahabagan
macapiguil,1,macapiguil
ipinucol,1,ipinucol
nacahibic,1,nacahibic
pagcatalinhaga,1,pagcatalinhaga
pinanganacan,1,pinanganacan
cabinataan,1,cabinataan
pinipiguilpiguil,1,pinipiguilpiguil
macapucaw,1,macapucaw
KINAGUISNANG,1,KINAGUISNANG
pagcacabalita,1,pagcacabalita
nagcaiba,1,nagcaiba
nacasasalansang,1,nacasasalansang
pinacapang,1,pinacapang
pinapacnit,1,pinapacnit
culabo,1,culabo
matitingcad,1,matitingcad
Isinisingcaw,1,Isinisingcaw
pagpasacoro,1,pagpasacoro
napacasasama,1,napacasasama
ipinapahamac,1,ipinapahamac
panicad,1,panicad
nangagtatangkilican,1,nangagtatangkilican
mangagcacaibigan,1,mangagcacaibigan
Nacakikilala,1,Nacakikilala
pangcaraniwan,1,pangcaraniwan
Nacasisira,1,Nacasisira
vacuum,1,vacuum
metafisico,1,metafisico
Novaliches,1,Novaliches
napapaiyac,1,napapaiyac
makipagcaibigan,1,makipagcaibigan
pagcacapisang,1,pagcacapisang
maicacaila,1,maicacaila
pagwawaguing,1,pagwawaguing
pinacsang,1,pinacsang
papangguipuspusin,1,papangguipuspusin
cahalinga,1,cahalinga
caliluhang,1,caliluhang
himagsican,1,himagsican
nangacaligtas,1,nangacaligtas
Quare,1,Quare
quaeritis,1,quaeritis
intellectu,1,intellectu
quin,1,quin
praecognitum,1,praecognitum
civilis,1,civilis
destructum,1,destructum
nunc,1,nunc
Wiwicain,1,Wiwicain
amice,1,amice
amicus,1,amicus
amica,1,amica
casacasama,1,casacasama
principia,1,principia
parcenobis,1,parcenobis
Catolis,1,Catolis
pakikipagcaibigan,1,pakikipagcaibigan
alqui,1,alqui
ahorcatur,1,ahorcatur
ahorcaberis,1,ahorcaberis
icatutuwa,1,icatutuwa
quebrantant,1,quebrantant
Scripti,1,Scripti
Quod,1,Quod
medicamenta,1,medicamenta
sinibac,1,sinibac
cumon,1,cumon
calawanging,1,calawanging
Conservare,1,Conservare
tinatacbuhan,1,tinatacbuhan
maledicti,1,maledicti
calanis,1,calanis
nacaca,1,nacaca
nangacasuot,1,nangacasuot
nangaghihicab,1,nangaghihicab
Capanayam,1,Capanayam
Macabayan,1,Macabayan
macapanganlong,1,macapanganlong
cataksilan,1,cataksilan
macapagtataglay,1,macapagtataglay
pagcaimbiimbing,1,pagcaimbiimbing
Daracpin,1,Daracpin
cleriguillo,1,cleriguillo
nacawawatas,1,nacawawatas
papasco,1,papasco
lagpacan,1,lagpacan
pinupucol,1,pinupucol
nacaculong,1,nacaculong
Nacaculong,1,Nacaculong
macamcam,1,macamcam
napacatotoo,1,napacatotoo
napacatunay,1,napacatunay
pagcacaingat,1,pagcacaingat
CLARA,1,CLARA
pagcaculong,1,pagcaculong
talampacan,1,talampacan
civilizado,1,civilizado
nangagbalic,1,nangagbalic
nacagaling,1,nacagaling
mapaimic,1,mapaimic
Crede,1,Crede
Gracias,1,Gracias
camoles,1,camoles
Nagcacanlalabis,1,Nagcacanlalabis
caliitang,1,caliitang
itinatanggui,1,itinatanggui
Ilustracion,1,Ilustracion
papaguingdapating,1,papaguingdapating
mapiguil,1,mapiguil
icatuwa,1,icatuwa
nacapapanatag,1,nacapapanatag
nangagcacahati,1,nangagcacahati
Nagcacabahabahagui,1,Nagcacabahabahagui
Pinacamamahal,1,Pinacamamahal
cabuntisan,1,cabuntisan
pactaylo,1,pactaylo
iwinacas,1,iwinacas
acobija,1,acobija
ique,1,ique
Que,1,Que
icho,1,icho
noticias,1,noticias
Creame,1,Creame
conenan,1,conenan
iplomatico,1,iplomatico
conzejero,1,conzejero
placer,1,placer
paghahalicang,1,paghahalicang
cumustahan,1,cumustahan
graciaz,1,graciaz
relacionez,1,relacionez
macabulugan,1,macabulugan
Tinangkilic,1,Tinangkilic
ecimoz,1,ecimoz
ezconfia,1,ezconfia
echate,1,echate
corre,1,corre
nacacaguiit,1,nacacaguiit
precizamente,1,precizamente
negocioz,1,negocioz
Napacaimbi,1,Napacaimbi
napacalisya,1,napacalisya
magmamanhic,1,magmamanhic
capanahilian,1,capanahilian
cataoha,1,cataoha
macalibo,1,macalibo
napacatungag,1,napacatungag
Pacacasal,1,Pacacasal
pagcataas,1,pagcataas
tinalicurang,1,tinalicurang
napacadunong,1,napacadunong
culabong,1,culabong
declaracion,1,declaracion
natititic,1,natititic
macaliligtas,1,macaliligtas
nacalingid,1,nacalingid
pagcacabigay,1,pagcacabigay
macaaasa,1,macaaasa
macatindig,1,macatindig
canugnog,1,canugnog
calinisa,1,calinisa
hicaw,1,hicaw
pinacadadakila,1,pinacadadakila
cataong,1,cataong
cahimana,1,cahimana
natataroc,1,natataroc
Dinucot,1,Dinucot
itinitic,1,itinitic
macaasang,1,macaasang
pinacahangadhangad,1,pinacahangadhangad
pagcatacas,1,pagcatacas
hinagcang,1,hinagcang
linucso,1,linucso
niyucuran,1,niyucuran
macapagpapaindulto,1,macapagpapaindulto
Nagpapatacbo,1,Nagpapatacbo
nagcacabayo,1,nagcacabayo
pinapagcacaisa,1,pinapagcacaisa
casususutan,1,casususutan
ipagcanulo,1,ipagcanulo
Nacasasakit,1,Nacasasakit
carayaan,1,carayaan
pinamanhica,1,pinamanhica
cumampi,1,cumampi
inaclas,1,inaclas
cumikitib,1,cumikitib
nacararamdam,1,nacararamdam
nakikibaca,1,nakikibaca
Canila,1,Canila
pagcacatanan,1,pagcacatanan
Pandacan,1,Pandacan
magpapasacay,1,magpapasacay
catatacas,1,catatacas
icakikilala,1,icakikilala
nacalevita,1,nacalevita
cunuwari,1,cunuwari
Peñafrancia,1,Peñafrancia
pamamangca,1,pamamangca
icapagtatanggol,1,icapagtatanggol
umudyoc,1,umudyoc
Magcacamali,1,Magcacamali
capayapaa,1,capayapaa
pagpapalacas,1,pagpapalacas
inilangcap,1,inilangcap
tuclasin,1,tuclasin
Casalucuyang,1,Casalucuyang
nacapamangca,1,nacapamangca
kinucublihan,1,kinucublihan
macauunawa,1,macauunawa
Nagtutuca,1,Nagtutuca
carabinerong,1,carabinerong
Cumuculimlim,1,Cumuculimlim
nagcuculay,1,nagcuculay
tatacpan,1,tatacpan
Inacalang,1,Inacalang
kinacawayan,1,kinacawayan
magpalacad,1,magpalacad
chis,1,chis
pagpatac,1,pagpatac
pagcahiga,1,pagcahiga
humaguing,1,humaguing
pinagcacakitaan,1,pinagcacakitaan
estuche,1,estuche
Caguinsagunsa,1,Caguinsagunsa
candungang,1,candungang
muñecang,1,muñecang
Nakipagcagalit,1,Nakipagcagalit
catuparan,1,catuparan
macaringig,1,macaringig
pakikicamag,1,pakikicamag
macatatawag,1,macatatawag
magpacasama,1,magpacasama
pagcabitay,1,pagcabitay
pagcapatapon,1,pagcapatapon
sumasacaimbihan,1,sumasacaimbihan
macapaghahandog,1,macapaghahandog
macapagpaparusa,1,macapagpaparusa
casawaliang,1,casawaliang
napapanaguinip,1,napapanaguinip
nagcucubli,1,nagcucubli
nagcacasakit,1,nagcacasakit
macalilimot,1,macalilimot
pagcacalinga,1,pagcacalinga
Hinawacan,1,Hinawacan
PASCO,1,PASCO
PANgANgANAC,1,PANgANgANAC
licolicong,1,licolicong
cugon,1,cugon
calaguan,1,calaguan
magcasamang,1,magcasamang
paglucso,1,paglucso
nacapagtago,1,nacapagtago
nacatutuwa,1,nacatutuwa
Babalic,1,Babalic
Pinacapit,1,Pinacapit
Malicsing,1,Malicsing
Humahaguinit,1,Humahaguinit
Panganganac,1,Panganganac
pinapagcaibigan,1,pinapagcaibigan
pinapagcuculay,1,pinapagcuculay
medicong,1,medicong
Catacotacot,1,Catacotacot
Caawaawa,1,Caawaawa
cabalibalita,1,cabalibalita
Piniguilan,1,Piniguilan
payacap,1,payacap
magcabilacabila,1,magcabilacabila
nagpacatacbotacbo,1,nagpacatacbotacbo
pagcasayangsayang,1,pagcasayangsayang
nacacaringig,1,nacacaringig
matinic,1,matinic
isinisicad,1,isinisicad
Sinuntoc,1,Sinuntoc
nagpacabigaybigay,1,nagpacabigaybigay
pagcapikit,1,pagcapikit
nangaghahalican,1,nangaghahalican
