token,count,example_contexts,chapters
mapagpacumbaba,4,"Kaya nga't ipinalalagay ng mga punong macapangyarihang siya'y isang magaling na tao, cagandagandahan ang puso, payapa, mapagpacumbaba, masunurin, mapagpakitang loob, na hindi bumabasa ng ano mang libro o periodicong galing sa España, baga man magaling mag-wikang kastila; ang tingin sa kanya, nila'y tulad sa pagmamasid ng isang abang estudiante sa gasgas na tacon ng canyang luma ng zapato, pakiling dahil sa anyo ng canyang paglacad:—Naguiguing katotohanan, sa kalagayan niya, ang casabihan ng mga cristianong ""beati pauperis spiritu"" at ang caraniwang casabihang ""beati possidentes"", at mangyayaring maipatungcol sa kanya yaong mga sabing griego na anang iba'y mali ang pagkakahulog sa wikang kastila: ""¡Gloria a Dios en las alturas y paz a los hombres de buena voluntad""! | Pinagmamasdan ang tubig ng dalawang taong capuwa pawang lucsa, ang pananamit mula sa isang mataas na kinalalagyan: si Ibarra ang isa sa kanila, at ang isa'y isang binatang mapagpacumbaba ang anyo at mapanglaw ang pagmumukha. | —¡Siya'y mapagpacumbaba!","noli:20,noli:44,noli:19,noli:6"
casucatang,4,"sa pagka't ayon sa makikita natin sa mga susunod dito, hindi casucatang magcaroon ang tao ng magandang calooban upang sumapayapa. | Sumisibol doo't lumalago ng mainam ang tarambulo't pandacaki; ang tarumbulo'y ng tunduin ang mga binti ng canyang matitinic na mga bunga, at ng dagdag naman ng pandacaki ang canyang amoy sa amoy ng libingan, sacali't ito'y walang casucatang amoy. | Mapapagsasalita ko ang aking mga kaibigan sa Madrid, ""bayaran lamang sila,"" macapagsasalita ako sa Capitan General; ngunit walang magagawang ano man ang mga kaibigan kong iyon; walang casucatang kapangyarihan ang Capitan General na ito upang magawa ang gayong caraming pagbabago, at ako nama'y hindi gagawa ng ano man upang macamtan ang ganitong mga bagay, palibhasa'y tanto kong totoo, na kung katotohanan mang may malalaking mga capintasang masasabi sa mga capisanang iyan, sa mga panahong ito'y sila'y kinacailangan, at sila nga ang tinatawag na isang casam-ang ang cailangan.","noli:59,noli:49,noli:6,noli:12"
nacaliligalig,4,"Ngunit hindi nacababagabag ng canyang pagtulog ang lahat ng ito; hindi nacaliligalig ng canyang catahimican ang sino mang dalaga; isang matandang babae ang siyang nacapagpapahirap ng canyang loob, isang matandang babaeng nakikipagtaasan sa kanya ng pamimintacasi na naging dapat magtamo sa maraming cura ng lalong malalaking pagpupuri at pagpapaunlac kay sa mga kinamtan niya ng panahong siya'y guinagaling. | Doo'y ang mga batang talagang maibiguing bumasa ng malacas, nacaliligalig nga naman sa pari, na kung minsa'y nananaog na may dalang galit, lalonglalo na kung sumasakit ang ulo, sinisigawan ang mga bata at madalas na ako'y linalait. | ¡Marahil totoong mahalagang bagay nga ang nacaliligalig sa canyang panimdim upang malimutan ng ganyan ang canyang sariling cagalingan at ang cagalingan ng Iglesia!","noli:19,noli:6,noli:54"
kinacagat,4,"Pagka nagcagayo'y guinagamit naman ni Kapitang Tiago ang canyang lalong nagagawang magaling, ang bagay na canyang ikinatatangi: ang mga misang may mga bomba't iba pang pangpasayang guinagamitan ng polvora, at pagnangyari ito'y kinacagat ni Doña Patrocinio ng canyang mga ngidngid ang canyang labi, sa pagka't palibhasa'y totoong mayamutin ay hindi niya matiis ang ""repique"" ng mga campana, at lalo ng kinalulupitan niya ang ugong ng mga putucan. | Nangangatal, nagpapawis, sandali siyang tumiguil; kinacagat niya ang canyang camao upang lunurin ang isang sigaw na nagtutumacas sa canyang puso at pinabayaan niyang magpalingaplingap ang canyang mga mata sa nag-aagaw dilim at liwanag na simbahan. | —Dahil sa ganitong munting turo, marahil ay kinacagat ang canyang mga labi ng generalillong Buisit,—ang sagot naman ng isa.","noli:59,noli:15,noli:6,noli:58"
pinagcagugulan,4,"Sa catapustapusa'y lubos na iguinupo si Kapitang Tiago ni Doña Patrocinio, na naghandog sa isang simbahan ng tatlong andas na pilac, na dinorado, na ang bawa't isa'y pinagcagugulan niya ng mahiguit na tatlong libong piso. | Kung mababasa ng mga tao ngayon ang aking mga sinusulat ay kanilang susunuguin ang aking mga aclat, na siyang pinagcagugulan ko ng pagal ng buong aking buhay; datapwat hindi gayon ang gagawin ng mga taong ipanganganak pang macababasa ng aking mga sinusulat ngayon; sa pagka't ang mga taong ipanganganak pang iyo'y pawang maguiguing mga pantas at mauunawa nila ang aking mga adhica at kanilang wiwikain: HINDI NATULUG NA LAHAT SA GABI Ng AMING MgA NUNO! | Sa paliguid ng patio ng simbaha'y naroon ang malaking toldang pinagcagugulan ng mainam, na mga puno ng cawayan ang mga tucod, at ng doon magdaan ang procesion.","noli:26,noli:6,noli:25"
cawad,4,"Hinihintay ni Kapitang Tiago na bawa't araw ay titiguil ng paghinga ang matandang babaeng ito, o matatalo kaya ang lima o anim na usapin sa paglilincod lamang sa Dios; ang casamaang palad ay ipinagcasanggalang ang mga usaping iyon ng lalong magagaling na abogado sa Real Audiencia, at tungkol sa canyang buhay, walang sucat na mapanghawacan sa kanya ang sakit, ang cawangis niya'y cawad na patalim, marahil ng may mapanghinularan ang mga calolowa, at cumacapit dito sa bayan ng luhang gaya ng mahigpit na pagkapit ng galis sa balat ng tao. | Lumililim sa bintanang iyon ang mga bulaclac at mga halamang gumagapang sa mga cawayan at sa mga cawad, na pawang nangagsasabog ng pihicang bango. | Nalalaman mo na kung dapat macaalam ang directorcillo at ang telegrafista: nakikipag-usap ang isa sa mga cawad, at marunong naman ang isa ng kastila at wala ng gamit kung di ang pluma.","noli:39,noli:35,noli:6,noli:22"
buco,4,"Sa mga lupaing na sa dakong ilaya ng daigdig, pagdating ng batang babae sa labing tatlo o labing apat na taon ay dinaratnan na ng sa panahon, tulad sa buco kung gabi na kinabucasa'y bulaclac na. | Nagagamit nilang pananda ang lahat: isang kahoy, isang sampaloc na may maliliit na dahon, ang niog na puspos ng mga buco, tulad sa maanaking si Astarte o kay Diana sa Efeso na may maraming suso, isang humahabyog na cawayan, isang bunga, isang cruz. | —¿Bakit po ba hindi natin tutularan ang gawa niyang mahinang katawan ng halamang iyang humihitic sa dami ng bulaclac at mga buco?","noli:25,noli:6,noli:10"
nagtatacbo,4,"Tulad sa kung ang voces, na ito'y may capangyarihang hiwaga, iniwacsi ng dalaga ang laguim at nagtatacbo at nagtago sa panalanginang kinalalagyan ng mga santo. | Sa baya'y sinigawan ako ng mga sundalo ng ""Quien vive,"" nagtatacbo ako, bumaril sila at nahilahisan ng isang bala ang aking noo. | Ngunit ang inang hindi gaya niyang musmos at hindi nagtatacbo sa loob ng isang horas ay hindi tumutulog.","noli:7,noli:17,noli:24"
halic,4,"Pagkatapos ay humanap ng isang butas ng susian, upang makita niya si Ibarra; mapagsiyasat ang canyang anyo; ngumingiti si Maria Clara at ng cunin siya ng canyang tia sa gayong panonood, sumabit sa liig ng matandang babae at sinisi ito ng halic na paulit-ulit. | Sa tanong ng pagsinta sa isang sulyap na numiningning o lumalamlam, walang mga sagot ang salita: tumutugon ang ngiti, ang halic o ang buntong hininga. | Si Sisa'y umiyac, niyacap ang canyang anak at pinuspos ng halic ang may dugong noo.","noli:7,noli:62,noli:17"
pumupucaw,4,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa malayong abot ng paninging nababalot sa malamlam na liwanag ng maagang pagbubucang liwayway; aking naririnig ang isang aaying-aying at malungcot na awit na sa aki'y pumupucaw ng nagugulaylay ng mga damdamin, at tinatawag ko sa alaala ng aking puso ang mga unang taon ng aking camusmusan, ang ating mga catuwaan, ang ating mga paglalaro, ang buong nacaraang maligayang panahong binigyan mong casayahan, samantalang doroon ka sa bayan. | Ang casayahang hindi naglilicat sa lahat ng panig, ang lubhang maraming cocheng nagpaparoo't paritong sacdal ng tutulin, ang mga carromata, ang mga calesa, ang mga europeo, ang mga insic, ang mga dalisay na tagarito, na bawa't isa'y may canicanyang sariling pananamit, ang mga naglalaco ng mga bungang-kahoy at halaman, mga corredor, hubad na cargador, mga tinda ng mga cacanin, mga fonda, mga restaurant, mga tindahan, sampo ng mga carretong hila ng mga mapagpaumanhin at walang damdaming calabaw na tila mandin naglilibang sa paghila ng mga ""bulto"" samantalang naglilininglining, ang lahat ng ingay at calugcog, pati ng araw, isang amo'y na tangi, ang sarisaring mga culay, pawang pumupucaw sa canyang alaala ng isang daigdig na nagugupiling na mga gunita. | Sa mga unang sinag ng liwanag na pumupucaw sa tubig nang mga nagkintabkintab na mga lamang-dagat, naaaninagnagan sa malayo, halos sa wacas ng abot ng tanaw, ang abo-abong mga anino: yao'y ang mga bangca ng mga mangingisdang nagliligpit ng kanilang lambat; mga casco at mga paraw na nangaglaladlad ng kanilang mga layag.","noli:7,noli:8,noli:19,noli:24"
nagpapacabicabila,4,"Kung minsa'y naliligaw ako sa mga landas ng mga cabunducan, at ang gabing doo'y untiunti ang pagdating ay nararatnan akong naglacad pa't hinahanap ko ang aking daan sa gitna ng mga ""pino,"" ng mga ""haya"" at ang mga ""encina""; kung nagcacagayon, kung nacalulusot ang ilang mga sinag ng buwan sa mga puang ng masinsing mga sanga, wari'y nakikinikinita ko ikaw sa sinapupunan ng gubat, tulad sa isang nagpapagalagalang aninong gagalawgalaw at nagpapacabicabila sa liwanag at sa mga cariliman ng malagong caparangan, at saka ipinaririnig ng ""ruiseñor"" ang canyang iba't ibang cawiliwiling huni, inaacala kong dahil sa ikaw ay nakikita't ikaw ang siyang sa kanya'y nacaaakit. | Si fray Salvi ay nagpapacabicabila at nagbibigay casayahan sa panooring iyon, kung daroon sana ang ating caibigang corresponsal!... | Naroroon di't nagpapacabicabila, na cahalo ng marami, ang maestro sa escuelahan; hindi na pinapagcucuscos ang mga palad ng kamay ni ñor Juan; hindi na dinadaladala niya ang canyang plomada at ang canyang metro: itim ang pananamit ng lalaki, sa pagka't nacaringig siya ng masasamang balita, at palibhasa'y nananatili siya sa canyang asal na ipalagay ang darating na panahong parang nangyari na, ipinaglulucsa na niya ang pagkamatay ni Ibarra.","noli:7,noli:62,noli:57,noli:47"
cariliman,4,"Kung minsa'y naliligaw ako sa mga landas ng mga cabunducan, at ang gabing doo'y untiunti ang pagdating ay nararatnan akong naglacad pa't hinahanap ko ang aking daan sa gitna ng mga ""pino,"" ng mga ""haya"" at ang mga ""encina""; kung nagcacagayon, kung nacalulusot ang ilang mga sinag ng buwan sa mga puang ng masinsing mga sanga, wari'y nakikinikinita ko ikaw sa sinapupunan ng gubat, tulad sa isang nagpapagalagalang aninong gagalawgalaw at nagpapacabicabila sa liwanag at sa mga cariliman ng malagong caparangan, at saka ipinaririnig ng ""ruiseñor"" ang canyang iba't ibang cawiliwiling huni, inaacala kong dahil sa ikaw ay nakikita't ikaw ang siyang sa kanya'y nacaaakit. | ¿Sino ang macapagsasaysay ng nangyari sa cariliman ng silid na tulugan? | Pagka a las nueve ng gabi'y madilim na ang mga daan at wala ng taong lumalacad; ang mga farol ng langis na dapat ibitin ng bawa't namamayan sa tapat ng kanilang bahay, bahagya ng nacaliliwanag sa pabilog na isang metro ang luwang: tila mandin inilagay ang mga ilaw na iyo't upang makita ang cariliman.","noli:7,noli:39,noli:54,noli:52"
caparangan,4,"Kung minsa'y naliligaw ako sa mga landas ng mga cabunducan, at ang gabing doo'y untiunti ang pagdating ay nararatnan akong naglacad pa't hinahanap ko ang aking daan sa gitna ng mga ""pino,"" ng mga ""haya"" at ang mga ""encina""; kung nagcacagayon, kung nacalulusot ang ilang mga sinag ng buwan sa mga puang ng masinsing mga sanga, wari'y nakikinikinita ko ikaw sa sinapupunan ng gubat, tulad sa isang nagpapagalagalang aninong gagalawgalaw at nagpapacabicabila sa liwanag at sa mga cariliman ng malagong caparangan, at saka ipinaririnig ng ""ruiseñor"" ang canyang iba't ibang cawiliwiling huni, inaacala kong dahil sa ikaw ay nakikita't ikaw ang siyang sa kanya'y nacaaakit. | Hiningi, sa cawacasan, ang canyang ""coche"", nag-ayos at saka nag-utos na siya'y ihatid sa gubat na kinalalagyan ng nacapamamanglaw na kahoy at sa malapit doo'y nangagcacatuwa ng paglalakbay sa caparangan. | Naging matalic na kaibigan at taga pagsanggalang ni Ibarra si kapitang Basilio, mula ng araw na sila'y maglibang sa caparangan.","noli:7,noli:27,noli:50,noli:24"
cawiliwiling,4,"Kung minsa'y naliligaw ako sa mga landas ng mga cabunducan, at ang gabing doo'y untiunti ang pagdating ay nararatnan akong naglacad pa't hinahanap ko ang aking daan sa gitna ng mga ""pino,"" ng mga ""haya"" at ang mga ""encina""; kung nagcacagayon, kung nacalulusot ang ilang mga sinag ng buwan sa mga puang ng masinsing mga sanga, wari'y nakikinikinita ko ikaw sa sinapupunan ng gubat, tulad sa isang nagpapagalagalang aninong gagalawgalaw at nagpapacabicabila sa liwanag at sa mga cariliman ng malagong caparangan, at saka ipinaririnig ng ""ruiseñor"" ang canyang iba't ibang cawiliwiling huni, inaacala kong dahil sa ikaw ay nakikita't ikaw ang siyang sa kanya'y nacaaakit. | Malayang lumalago ang mga cacahuyan: mga damo, mga dawag, mga tabing na damong gumagapang na nangagsasalasalabat at nagpapalipatlipat sa isa't isang kahoy, bumibitin sa mga sanga, cumacapit sa mga ugat, sa lupa, at sa pagka't hindi pa mandin nasisiyahan sa ganito si Flora, ay nagtatanim siya ng mga damo sa ibabaw ng damo; nabubuhay ang lumot at ang cabuti sa mga gahac-gahac na balat ng kahoy, at ang mga damong dapo, mga cawiliwiling manunuluyan, ay napapagcamal-an sa kanilang mga pagkayacap sa kahoy na mapagpatuloy. | Samantalang nagtatamasa kami ng mga caligayahan ng pagkaing pinamamatnubayan ng isang tagaluto ng ""La Campana,"" tumutugtog naman ang orquesta ng mga cawiliwiling tinig.","noli:7,noli:38,noli:28,noli:10"
tanicalang,4,"Pagkakagayo'y nangapapanood na pinipison ang mga daan ng hanayhanay na mga presidiarong ahit ang ulo, na ang mga mangas ng baro'y maiicli at tocong ang salawal na may mga numero at may mga letrang azul, sa mga binti'y may mga tanicalang halos nababalot ng maruruming mga basahan upang huwag na totoong macasakit ang pagkiskis o ang lamig marahil ng bacal; dalawa't dalawa ang pagkakacabit, mga sanag sa araw, mga hapong-hapo sa init at sa pagod, pinapagmamadali at sila'y hinahampas ng pamalo ng isang presidiario ring marahil nagcacamit casayahan, sa pagka't sa ganang kanya nama'y nacapagpapahirap sa mga cawangis din niyang presidiario. | Sampo ng mga ""tahur"" at ng mga sugarol ay nagbihis ng mga barong bordado na may malalaking brillante, mabibigat na tanicalang (cadena) guinto at mapuputing sombrerong jipijapa. | At ipinagpatuloy ang isang mahabang tanicalang mga ¡oh!","noli:31,noli:8,noli:29,noli:58"
nagcacamit,4,"Pagkakagayo'y nangapapanood na pinipison ang mga daan ng hanayhanay na mga presidiarong ahit ang ulo, na ang mga mangas ng baro'y maiicli at tocong ang salawal na may mga numero at may mga letrang azul, sa mga binti'y may mga tanicalang halos nababalot ng maruruming mga basahan upang huwag na totoong macasakit ang pagkiskis o ang lamig marahil ng bacal; dalawa't dalawa ang pagkakacabit, mga sanag sa araw, mga hapong-hapo sa init at sa pagod, pinapagmamadali at sila'y hinahampas ng pamalo ng isang presidiario ring marahil nagcacamit casayahan, sa pagka't sa ganang kanya nama'y nacapagpapahirap sa mga cawangis din niyang presidiario. | —Hindi nga dapat ipagtacang ako'y macahiguit sa inyo ng pagkakamit; halos masasabi kong kahi't natutulog ay nagcacamit ako ng mga indulgencia. | —Magaling na totoo ang inyong pagkatalastas, na kung dasalin ang ""Bendita-sea tu Pureza,"" at ang ""Señor-mio Jesu cristo,—Padre dulcisimo-por el gozo,"" nagcacamit ng sampong taong indulgencia sa bawa't letra..","noli:8,noli:18"
cabayong,4,"Nasasalubong niya ang maraming mga cocheng hinihila ng mga maiinam na mga cabayong maliliit, lulan ng mga coche ang mga empleadong nacacatucatulog pa marahil ay pumapatungo na sa kanilang mga oficina; mga militar, mga insic na may anyong hambog at catawatawa ang pagkakaupo; mga fraileng hindi maimikin, mga canonigo at iba pa. | Sa mga capatagan, sa mga malilinis na lupang pinaghahalamanan ay nanginginain ang mga hayop na kasama ng mga tagac, na payapang nacadapo sa ibabaw ng mga vacang capong ngumunguya at linalasa ang mga sariwang damo ng parang, na ipinipikitpikit ang mga mata,; sa dakong malayo'y mga babaeng cabayong nangagdadambahan, nangaglulucsuhan at nangagtatacbuhang hagad ng isang masival na potrong mababa ang buntot at malago ang kiling: humahalinghing ang potro at pinasasambulat ang lupa ng canyang malalacas na mga cuco. | Hindi nagtitiguil ang mga campana ng carerepique, nagcacasalasalabat ang mga coche at mga calesa, na manacanacang ang mga cabayong humihila sa kanila'y nangaguiguitla dumadamba, humuhulay, mga bagay na baga man hindi casangcap sa palatuntunan ng fiesta, gayon ma'y naguiguing isang panooring hindi pinagbabayaran at siyang lalong mahalaga.","noli:8,noli:29,noli:42"
icalimang,4,"Napangiti si Ibarra, sa pagka alaala ng masangsang na amoy na iyong sa tuwing icalimang oras ng hapo'y lumalaganap sa tulay ng Barcas at humihilo sa kanya ng panahong siya'y musmos pa. | —Bahagya pa lamang akong gumagaling sa sakit ay nagbalic ako sa escuelahan at nasumpungan kong icalimang bahagui na lamang ang natitira sa kanila. | At pinasimulan niya ang icalimang utos, na lalong mahahaba ang paghinto at lalong ganap ang pagkahumal ng pananalita, kay sa ng una, sacali't maari pa, na sa pagsusumicap niyang mainam sa gayong gawa'y hindi niya naringig ang paghagulhol na iniinis ng canyang pamangkin.","noli:44,noli:8,noli:19,noli:52"
